y1,x1
0.566230953,0.051541686
0.591618419,0.132461935
0.426234484,-0.003616929
0.358032405,-0.147531033
0.315148503,-0.25672698
0.531583607,-0.270412207
0.632175267,0.094181508
0.60196656,0.264350533
0.553153634,-0.037850857
0.603272915,0.106307268
0.567621112,0.240082949
0.557058692,0.135242224
0.642093182,0.114117354
0.196541056,-0.427385807
0.408531129,-0.574555755
0.21490784,-0.099678099
0.226702839,-0.531295955
0.337903589,-0.546594262
0.48971498,-0.324192792
0.719351947,0.049454004
0.761960864,0.471247137
0.310932785,-0.143570423
0.359863818,-0.111661702
0.442399293,-0.276075006
0.311806768,-0.110606104
0,-1
0,-1
0,-1
0.362229139,-0.422793061
0,-0.275541753
0.25114423,-1
0.221997082,-0.458590776
0.827281892,-0.556005836
0.224383742,0.654563785
0.527406514,1
0.717187107,0.054813027
0.546446204,0.097341686
0.612215579,0.192721099
1,0.224431157
1,1
1,1
0.736461163,1
1,0.472922355
0.723607898,1
0.728356183,0.499846548
0.671998024,0.456712365
0.659396589,0.373946428
0.802545369,0.318793207
1,0.605090737
0.71745491,0.222144455
1,0.497876167
0.715259552,0.478919268
0.709424376,1
1,0.418848723
1,1
0.710358381,1
0.478276074,0.420716733
0.376583517,0.201259553
1,0.110945106
0.752459049,1
0.723082364,0.504918098
1,0.348260403
1,1
1,1
0.531460047,-0.104406387
0.569626689,0.076151103
0.569404542,0.183480382
0.59431541,0.142635077
0.637880743,0.188630819
0.64526403,0.275761455
1,0.435064226
0.609501719,1
0.543302476,0.219003439
0.520745337,0.161198229
1,0.041490704
0.518980384,1
0.888544321,0.483993053
0.703131855,0.777088642
0.655346274,0.406263709
0.716615021,1
1,0.433230042
0.238751933,-1
0.267181247,-1
0.339817315,-0.465637535
0.454861313,-0.320365399
0.251899481,-0.30019632
0.395904362,-0.496201038
0.367018968,-0.208191276
0.673115432,0.212791085
0.52211076,0.346230865
0.659694672,0.240166545
1,0.067117214
0.841174185,1
0.52181077,0.682348371
1,0.397058487
0.707315862,1
0.262862056,-1
0,-0.423597574
0,-1
0.340712965,-1
0.34294489,-0.292129159
0.339214981,-0.314110249
0.616937757,-0.321570039
0.54805553,1
0.537616968,0.134834051
0.508228421,0.075233936
1,0.439404905
0.697106659,1
0.650585532,0.394213349
0.482266992,-0.031208068
0.545657814,0.001305372
0.784734845,0.584138513
0.644710422,-1
0.755827308,0.289420873
1,0.511654615
0.744941533,0.53895092
0.625157535,0.489883035
0.722210407,0.25031504
0.769142449,0.595634937
0.848414063,0.593311787
1,0.696828127
1,0.428293228
1,1
1,1
0.698544145,0.288965255
0.706538618,0.397088289
0.461126477,-0.020705074
0.547847748,0.063874125
0.663552344,0.095695466
0.657528341,0.327104688
1,1
1,1
1,1
0.744484782,0.809999526
0.746134579,0.557501018
0.783895552,0.537500262
0.722179294,0.83820045
0.804349184,0.444358587
0.722826123,0.608698368
0.843472123,1
0.818356574,0.686944246
0.413093716,-0.133367568
0.389093697,-0.131641001
0.453114569,-0.221812606
0.442932665,-0.093770862
1,0.656986594
0.829431772,1
0.591483474,0.658863544
0.695604146,0.786260724
0.918294549,0.464316308
1,0.859880686
0.837859213,1
1,0.675718427
0.702811599,1
0.722459733,0.395495504
1,0.444919497
0.415063322,-0.390711099
0.470361888,-0.013234586
0.478199601,-0.059276223
0.417794943,-0.043600798
0.489008456,-0.259600252
0.326311469,-0.021983057
0.429603308,-0.347377062
0,-0.283055425
0.388552129,-1
0.393835992,-0.222895741
0.651138604,0.114159673
0.666726053,0.386292517
0.534082353,0.333452076
0.544569731,0.375203013
0.700632572,0.126110375
0.822823524,1
0.753110468,0.564644337
0.803944886,0.506220937
1,0.607889771
0.747819424,1
1,0.495638847
1,1
0.689890027,1
0.917330205,0.379780054
1,0.834660411
1,1
0.808176458,1
1,0.616352916
0.840402007,1
0.824847281,1
1,0.649694562
1,1
0.449959457,-0.192520469
0,-0.100081086
0.496182442,-1
1,0.495737344
1,1
0.732172549,1
0.373286456,-0.131244391
0.443767101,-0.159907669
0.53505975,-0.112465769
0.585344255,0.0701195
0.352581263,-0.227456003
0.376158297,-0.240170002
0.389585048,-0.247683406
0.396887302,-0.220829874
0.424805999,-0.115902781
0.425982416,-0.00434801
0.410421968,-0.148035169
0.434542954,-0.174068987
0.437686533,0.026993662
0.366300523,-0.124626905
0.325841635,-0.267398953
0.680443108,0.042661458
0.616608024,0.376930624
0.607937694,0.251163185
0.436459392,-0.178290278
0.396861643,-0.127081245
0.447558492,-0.206276685
0.466368049,-0.368930191
0.331489682,-0.034239858
0.355406106,-0.156509995
0.340280086,-0.208409816
0.412687153,-0.319439799
0.396946728,-0.171054691
0.331215203,-0.002382845
0.28857255,-0.336258352
0.303716004,-0.4228549
0.394665956,-0.284615606
0.318713725,-0.210668087
0.35861063,-0.362572551
0.257782191,-0.544491112
0.425265431,-0.484435648
0.526887715,-0.142573953
0.435024261,-0.054947317
0.447732419,-0.070430815
0.631512165,0.240359157
0.557706714,0.182556629
0.628524065,0.115413427
0.662310123,0.25704813
0.565936148,0.325081855
0.603734136,0.135695517
0.609463751,0.219136775
0.623918474,0.458444148
0.612422347,0.259858191
0.676125407,0.224844694
0.577115357,0.370891958
0.443671674,0.154230744
0.448397845,-0.112656683
0.694205523,0.082959086
0.668275177,0.413749486
0.607800126,0.193116218
0.522091985,0.210177153
0.632991433,0.044183999
0.7037462,0.266995609
0.646622658,0.626998425
0.612423837,0.293245345
0.661287427,0.224847674
0.764952064,0.56450367
0.526101291,0.539913416
0.446913153,0.052202582
0.281861812,-0.354842901
0.278767496,-0.436276406
0.592139125,-0.442464978
0.644684732,0.359707266
0.720408678,0.327526331
0,-0.388044178
0.188932464,-0.892357349
0.397326827,-0.22343047
0.25566864,-0.215925425
0.32871297,-0.227520913
0.514653504,-0.34257409
0.42833823,0.029307008
0.343620151,-0.128844589
0,-0.312759668
0.291177154,-1
0.326015383,-0.129337519
0.192889944,-0.347969264
0,-0.560201287
0,-0.388044178
0.188932464,-0.892357349
0.397326827,-0.22343047
0.093690164,-0.499666095
0,-0.459400296
0.661563754,0.170442879
0.675166428,0.327102423
0.655315816,0.350332826
0.433456451,-0.015782535
0.480435014,0.09821403
0.502282619,-0.039129972
0.504857004,0.004565209
0.442275256,0.131394953
0.413270593,-0.115449458
0.445559621,-0.173458815
0.476869076,-0.585212827
0.411656082,-0.038389355
0.375052512,-0.170252442
0.661563754,0.170442879
0.675166428,0.327102423
0.655315816,0.350332826
0.274548322,-0.441787004
0.318212777,-0.420936853
0.432545602,-0.07246986
0.414944619,-0.088363409
0.493061036,-0.168131441
0.422381312,-0.009513766
0.462461531,-0.125095457
0.409457147,-0.051001787
0.384393752,-0.170753777
0.701002598,0.190071762
0.794012845,0.411810309
0.767134726,0.59304744
0.756429851,0.440813154
0.698921502,0.520391881
0.542874217,0.403395474
0.761210799,0.445342779
0.731940448,0.551054835
0.456562191,-0.241838813
0.320272923,-0.271551549
0.460765898,-0.35822618
0.432080835,-0.07348305
0.468624324,0.015714556
0.444385886,-0.046652108
0.483205974,-0.108169198
0.617208302,0.160291314
0.664259434,0.234416634
0.574591637,0.328518838
0.682581425,0.264718771
0.657289028,0.396205217
0.881711006,0.326169372
0.380077749,-0.292438745
0.307835281,-0.223094612
0.369949609,-0.185423195
0.346791029,-0.151192069
0.439281911,-0.306417942
0.468977064,-0.121436149
0.526853442,0.008291006
0.57763052,0.060459107
0.551627517,0.158388555
0.621102989,0.390153736
0.559558272,0.250221044
0.49931401,0.124997497
0.587008953,0.075245649
0.516411483,0.174017906
0.490921855,0.042120844
0.332642972,-0.35168758
0.351363212,-0.309497774
0.521602392,0.230103344
0.545348346,0.167245865
0.629923403,0.090696722
0.602200508,0.259846807
0.561649621,0.352301449
0.464404494,0.126576126
0.583539665,-0.069097131
0.662973762,0.336591005
0.610846519,0.342322737
0.406399846,0.241890252
0.382751703,-0.226172209
0.33449623,-0.228369772
0.343627989,-0.322942168
0.337072074,-0.372640878
0.34952566,-0.299151719
0.383657515,-0.161006361
0.353564799,-0.185261607
0.44024384,-0.291047513
0.412549824,-0.116529524
0.270817697,-0.271464199
0.299426317,-0.436817229
0.318181276,-0.382549286
0.313421249,-0.098966986
0.274460375,-0.355181336
0.205013439,-0.451079249
0.254315734,-0.423402071
0.236392796,-0.491368532
0.22426638,-0.520548761
0.247533739,-0.523535192
0.332619995,-0.465401649
0.377771288,-0.144874603
0.484977424,0.141261935
0.468528509,-0.020912766
0.413990974,-0.042369902
0.306516737,-0.194805503
0.339467138,-0.36267814
0.44076398,-0.317501575
0.39688012,-0.070046276
0.383806616,-0.190696388
0.413103461,-0.219807833
0.689993739,0.13046965
0.611018419,0.400679141
0.505311251,0.230424523
0.612523198,0.228295445
0.570037663,0.251786411
0.303318441,-0.129317194
0.293356091,-0.264027596
0.400275141,-0.413287848
0.360161215,-0.196056753
0.335858643,-0.133852988
0.36693117,-0.328282714
0.414207786,-0.254859895
0.565451562,0.052462578
0.525476456,0.130903125
0.465314925,0.059114248
0.209585667,-0.487665802
0.253912896,-0.580828667
0.231646031,-0.492174238
0.418302357,-0.208510935
0.444306344,-0.135597289
0.359785348,-0.001188278
0.387333393,-0.096459121
0.411892653,-0.220751822
0.520344198,-0.169103563
0.596064389,0.35264498
0.613685429,0.213697106
0.609879196,0.231638789
0.70586139,0.493130505
0.744562745,0.41548422
0.671535373,0.48912552
0.627877653,0.257768184
1,0.255755335
0.768990755,1
0.511991739,-0.012966186
0.620792091,0.032378495
0.328202277,-0.244906276
0.318920642,-0.204654813
0.41955176,-0.359166056
0.416023284,-0.154339522
0.508776248,0.010892391
0.498378724,0.017552495
0.566049039,0.011908114
0.443418145,0.315705925
0.378861845,-0.087628007
0.383305162,-0.110485822
0.690235615,0.252774864
0.671470582,0.380471259
0.570325613,0.34823209
0.557749033,0.264766574
0.64562875,0.135784388
0.61014688,0.049867779
0.561185777,0.26745224
0.638959587,0.122371554
0.652600884,0.290902913
0.642757893,0.489757717
0.638010383,0.315475702
0.699792027,0.29441455
0.8264575,0.658518672
0.863540173,0.666036069
0.853313923,0.737068236
0.959356964,0.673395753
0.773533225,0.918713927
0.814759612,0.647036314
0.841559649,0.539789379
0.835015357,0.695352852
0.515771389,0.015627831
0.516840756,0.150120437
0.593412101,0.049134135
0.613859832,0.186824203
0.582875073,0.392701834
0.654730737,0.174981773
0.684556127,0.322513729
0.676208556,0.398285687
0.705370128,0.364916563
0.62991029,0.420630485
0.319805652,-0.115244031
0.295191556,-0.360388726
0.325956762,-0.409616858
0.308600932,-0.432436824
0.296433538,-0.354090422
0.446651936,-0.036396742
0.386857301,-0.06133762
0.453045011,-0.209906727
0.477306098,-0.07370466
0.239362046,0.064095676
0.284338683,-0.499822617
0.338013023,-0.431322664
0.262646705,0.326113313
0.266281426,-0.468726307
0.208980381,-0.467437148
0.36514318,-0.306693941
0.298893273,-0.26971364
0.310705245,-0.393768013
0.466508925,-0.379650533
0.501207948,-0.037950218
0.519281447,0.361069053
0.449663818,0.33835423
0.661319315,0.00046736
0.683044791,0.41234225
0.718306959,0.556547105
0.555373013,0.436613917
0.711096704,0.206998378
0.503661811,0.145643711
0.481580585,0.025070459
0.263627559,-0.0368388
0.346410483,-0.22293672
0.305193096,-0.307179004
0.394714475,-0.389613777
0.788261294,0.45688042
0.800564766,0.614666164
0.592291832,0.255763799
0.456076145,0.274780631
0.628498614,-0.066968381
0.573456287,0.298930526
0.679609597,0.492051929
0.584633648,0.39435342
0.69731015,0.24379909
0.498569161,0.637836099
0.636111617,0.046706349
0.641814947,0.433387101
0.706687272,0.324466199
0.673407137,0.439711303
0.660718977,0.367184669
0.569551289,0.262914538
0.545656979,0.154641032
0.610557795,0.097995132
0.590371251,0.435064107
0.482750297,0.287389636
0.534214258,0.024472326
0.491805911,-0.343830138
0.341650039,-0.264198393
0.425356686,-0.316699952
0.503680408,-0.149286628
0.58941555,0.298459142
0.359215081,0.252424985
0.52219218,-0.180065572
0.653247714,0.363673151
0.419340342,0.355992228
0.418752372,-0.143161207
0.512390196,-0.061900973
0.507927358,0.089490265
0.563019812,0.015854716
0.452786267,-0.060061544
0.358694941,-0.094427466
0.312139034,-0.387107462
0.325355321,-0.278581172
0.394619554,-0.349289387
0.390097946,-0.210760921
0.341431767,-0.032913208
0.690161288,-0.205206364
0.33858487,0.405267805
0.570605755,0.041397721
0.548612118,0.146877468
0.563460052,0.097224236
0.642730832,0.093875945
0.616465628,0.319094658
0.557568491,0.232931286
0.331930071,-0.402007163
0.295465529,-0.310331374
0.336404175,-0.212245941
0.380687982,-0.166728109
0.455840081,-0.238624007
0.458888143,-0.088319808
0.502566218,0.01376152
0.402295798,0.005132437
0.544063151,-0.118266791
0.519541025,0.056905687
0.508588731,0.05203405
0.474726319,0.029335827
0.564445674,0.030888557
0.572146952,0.158731669
0.532930017,0.165907264
0.421378762,-0.192575037
0.348870248,-0.13159284
0.541784823,0.030121297
0.441891432,-0.139087111
0.474351972,-0.116217136
0.44920668,-0.051296026
0.320450157,-0.099382073
0.701253533,-0.276170164
0.350598812,0.428875774
0.441885173,-0.099407047
0.324545354,-0.116229653
0.3107526,-0.336373538
0.288970262,-0.4079687
0.276150733,-0.35910967
0.318584621,-0.425092608
0.574890494,-0.128764361
0.526019454,0.169752419
0.48380965,0.066984028
0.414413571,-0.078284472
0.437016308,-0.171172857
0.541780949,-0.0841555
0.498840183,0.115856379
0.492930174,0.012645245
0.460773021,-0.014139652
0.443253934,-0.084723115
0.416272879,-0.113492131
0.423473418,-0.167454243
0.2894952,-0.273714989
0.332492411,-0.363244683
0.408893734,-0.318122864
0.636640787,0.117274791
0.649957955,0.286543459
0.56802237,0.148020655
0.568524063,0.089783072
0.63561672,0.137048155
0.65616715,0.271233439
0.294310033,-0.14106366
0.575146914,-0.29614222
0,0.274450183
0.617883205,0.33412841
0.600263,0.285000563
0.471898139,0.271124631
0.677395761,0.654949069
0.858731687,0.354791522
0.730627775,0.717463374
0.848547637,0.608893991
1,0.697095275
0.569826782,0.199539781
0.500326991,0.179284573
0.611380875,0.000654012
0.606831014,0.22276178
0.648970068,0.414682776
0.391213924,0.409172744
0.907508552,-0.217572182
0.946539283,1
0.948896766,0.899605691
0.95336175,0.897793531
0.773651838,0.385014623
1,0.547303677
1,1
0.7107265,0.742788315
0.690214157,0.421453029
0.619408786,0.391022801
0.656454802,0.553397775
0.716529608,0.312909603
0.728979468,0.433059216
0.696278572,0.526318967
0.698011994,0.475439131
0.62832725,0.481429011
0.778283894,0.579961419
0.786454082,0.559287965
0.756293237,0.627161205
0.901908457,0.255401522
1,0.803816915
0.722636521,1
0.822833538,0.662365973
0.860025406,0.660515666
0.90977937,0.310797065
0.627963245,0.437775224
0.720692992,0.25592646
0.723031342,0.441385984
0.535174251,0.365895301
0.496636033,0.135078371
0.918861806,0.069867373
0.951013505,0.86033988
0.541740954,0.902027011
0.583357692,0.097502828
0.693843484,0.055493951
1,0.447145998
0.643748641,1
0.747886002,0.452293158
0.664348185,0.535000324
0.670757294,0.300438434
0.732158661,0.553414166
0.761051595,0.464317352
0.765886605,0.52210319
0.820680499,0.75065136
0.705297887,0.641360998
0.729708552,0.410595804
0.916006982,0.712355912
0.950256526,0.865404189
0.944549024,0.900513053
0.933096945,0.46163559
0.784362018,0.866193891
0.804228663,0.606229126
0.91271174,0.797954023
0.922951102,0.833583057
0.629120588,0.246590495
0.777422428,0.670766234
0.813754916,0.554844856
0.816261172,0.627509832
0.706348658,0.602106392
0.696673334,0.487553835
0.785676539,0.512294233
0.74062103,0.580085874
0.784503281,0.572847724
0.711877167,0.569006562
0.89430666,0.720651388
0.886926115,0.807362258
0.929076195,0.797722459
0.919546723,0.793974161
0.899906158,0.839093447
0.616041839,0.285118073
0.423955142,-0.026178986
0.398901045,-0.152089715
0.504190385,-0.127831161
0.726772964,0.633748174
0.665325284,0.483080864
0.81775701,0.402570903
0.87046665,0.663118958
0.8777197,0.762955368
0.871144533,0.755439401
0.914889932,0.82723701
0.930125415,0.855139196
0.949005842,0.860250831
0.846106529,0.859401405
0.836169302,0.709746599
0.568613827,0.170776486
0.711601377,0.596530914
0.761418343,0.423202753
0.754057288,0.522836685
0.619071722,0.50490737
0.681759357,0.432723433
0.770384729,0.520735085
0.836640835,0.636290073
0.811383903,0.67328167
0.794466615,0.622767806
0.824012637,0.318100929
0.747007132,0.67643249
0.804128587,0.494014233
0.34711808,-0.46307826
0.341701418,-0.268480659
0.706210196,0.556953907
0.641938388,0.476039082
0.70566833,0.283876777
0.705693722,0.41133666
0.761903107,0.548746943
0.638940692,0.523806214
0.551624179,0.360073984
0.849552512,0.580202341
0.769149601,0.712689221
0.761113524,0.584685266
0.297429025,-0.403226286
0.367004514,-0.390509963
0.354724377,-0.265990973
0.724252641,0.288295209
0.773859143,0.487011552
0.727919877,0.627515435
0.381553262,-0.034324944
0.471832067,-0.236893445
0.471999794,-0.056335837
0.568410337,0.071992785
0.575794399,0.136820644
0.646622777,0.269106507
0.63242209,0.205815822
0.681201696,0.325161874
0.501980305,0.397671819
0.419953972,-0.121011406
0.367129594,-0.160092086
0.371669412,-0.246029526
0.913127124,0.930259705
0.930872262,0.8654176
0.504826725,0.053584337
0.697285533,0.616936803
0.908114314,0.497990578
0.715853214,0.816228628
0.574032843,0.227903008
0.48750183,0.148065656
0.516385794,0.154956013
0.828748524,0.577769279
0.819083571,0.657497048
0.774716437,0.690053523
0.964072704,0.949093103
0.970861554,0.943803608
0.972300529,0.954812825
0.963066697,0.925791979
0.954477191,0.934064269
0.414971888,-0.160476297
0.490840554,-0.003214449
0.460956752,-0.018318892
0.398082912,-0.078086495
0.462319076,-0.665412903
0.516828179,-0.01481694
0.620060205,0.088803768
0.655748069,0.321581125
0.542491555,0.451694071
0.349850655,0.211652517
0.854685366,0.647551894
0.843663394,0.714592576
0.804522574,0.687326789
0.849815845,0.597222686
0.880011737,0.716479182
0.578048468,-0.051500201
0.579835773,0.759976327
0.593690157,0.159671575
0.583386302,0.255523086
0.740484118,0.741940737
0.807732463,0.565430582
0.867611408,0.65084374
0.750806451,0.579009712
0.467484981,0.55185318
0.426712155,-0.065030068
0.935063541,0.799248397
0.910614729,0.881582618
0.932052135,0.841056645
0.636402786,0.163358361
0.827654421,0.316101462
0.664226532,0.544852972
0.684404314,0.491467386
0.731318295,0.368808597
0.724293351,0.46263659
0.577555716,0.487010777
0.532634139,0.315192074
0.522603035,0.200544
0.970269144,0.937439561
0.963543117,0.947312117
0.962071955,0.936958611
0.901642561,0.89639163
0.560159147,0.830701947
0.61205709,0.288246959
0.394050658,-0.153279364
0.335919261,-0.06897679
0.621195376,0.31385234
0.637647986,0.365755588
0.670494795,0.275295943
0.557166159,0.34098959
0.74772805,0.669091463
0.78807503,0.540582776
0.787447393,0.621773481
0.832446396,0.631438971
0.846436501,0.704706311
0.823928535,0.692873001
0.445601672,0.043703049
0.502969086,-0.093076795
0.628424883,0.028386891
0.37631166,-0.381337285
0.388321191,-0.194388032
0.328976452,-0.014277965
0.664827704,0.356875628
0.724973798,0.329655439
0.746322572,0.449947566
0.835765421,0.702038646
0.719590604,0.671530843
0.837142169,0.588047564
0.985722125,0.933825612
0.979590178,0.971444249
0.982141793,0.959180355
0.212441057,-0.566635847
0.235637024,-0.55271852
0.243912548,-0.513928294
0.661051214,0.358261496
0.742212892,0.392148674
0.634931803,0.595671177
0.640649319,0.500094116
0.652366459,0.393751472
0.649946749,0.446987092
0.742364705,0.697801232
0.76187259,0.549379349
0.715857089,0.642268836
0.863516986,0.761485994
0.840915263,0.759100139
0.839093864,0.681830525
0.271657735,-0.410212547
0.266712487,-0.423070103
0.266077518,-0.441549838
0.39523828,-0.468630821
0.420643061,-0.209523439
0.563267946,0.659855485
0.685034931,0.627322674
0.714634597,0.466430008
0.705770254,0.537204266
0.733701289,0.512237728
0.718760252,0.545068741
0.761705279,0.437520504
0.463725984,-0.152385116
0.516084373,0.010511428
0.562214792,0.053658664
0.963851869,0.558553815
0.617459476,0.927703738
0.640653789,0.234918982
0.26039952,-0.474253178
0,-0.383040667
0.624605536,0.261034131
0.546936095,0.317564905
0.562276244,0.224078894
0.565849721,0.279685646
0.334091723,-0.259405613
0.605329394,-0.30486232
0.698579192,0.267079771
0.545106351,0.156682223
0.560726762,0.101905912
0.594365001,0.133464247
0.295627892,-0.463103294
0.276171595,-0.408744216
0.318596572,-0.44765678
0.250123084,-0.571053147
0.209969327,-0.461112201
0.467882305,0.643260837
0.355427265,-0.072897136
0.422385037,-0.238213122
0.354628801,-0.155229926
0.54645133,0.124364287
0.585632682,0.09290266
0.369983256,0.238801211
0.294607937,-0.317171454
0.213010043,-0.410784125
0.190361932,-0.569346189
0.224147633,-0.455768347
0,-0.465663671
0,-1
0.448906004,-0.152152181
0.306077361,-0.102187991
0.513755441,0.206086427
0.325514853,-0.280125499
0.368030369,-0.348970294
0.474312246,-0.263939261
0.253916949,-0.126475573
0.230576918,-0.439320415
0.156650186,-0.450572729
0.328898102,-0.154903769
0.299848884,-0.323609501
0.202905372,-0.323617667
0,-0.41197288
0.2495877,-1
0,-0.500824571
0.55211997,0.006416202
0.617814302,0.12909767
0.426898777,-0.08731398
0.419342697,-0.143655866
0.418053508,-0.161314607
0.403318465,-0.163892984
0.472239077,0.032703996
0.449363559,0.027398258
0.522084236,-0.029294014
0.666310012,0.096545249
0.55761081,0.332620054
0.550477505,0.11522162
0.490941882,-0.086397648
0.4178617,-0.005588412
0.347835898,-0.156715393
0.401153445,-0.490550399
0.426794738,-0.19769311
0.297665149,-0.299687535
0.378396958,-0.322140545
0.381106019,-0.243206114
0.4131262,-0.215718389
0.502773106,0.063739747
0.456431687,0.039551795
0.24729152,-0.025038123
0.790260375,0.633801103
0.762934208,0.585516989
0.77894187,0.566060841
0.683061481,0.151379645
0.931778371,0.366122991
0.648245096,0.863556743
0.572527409,0.165696293
0.647864878,0.145054847
0.367927492,-0.236561269
0.285881013,-0.347978532
0.366393775,-0.428237945
0.432555765,-0.267212421
0.451077312,0.384968281
0.4199422,-0.081617802
0.662079275,-0.148792446
0.46990037,0.089933276
0.459796011,0.019545138
0.332961261,-0.080407977
0.242496878,-0.453337818
0.265974939,-0.464583546
0.246328235,-0.422322094
0.619891107,0.121572137
0.570196271,0.239782244
0.319719046,-0.296858668
0.557905316,0.223903507
0.646686554,0.115810603
0.628558934,0.293373108
0.349855691,-0.005523175
0.334750801,-0.300288588
0.429355294,-0.330498368
0.442824244,-0.10016194
0.394901723,-0.114351511
0.315695643,-0.210196584
0.509916008,-0.624750674
0.568707049,0.019832045
0.590241134,0.173841029
0.451833487,-0.340332031
0.322250903,-0.096333027
0.337993443,-0.138748616
0.281731486,-0.324904561
0.36206457,-0.436537027
0.396006286,-0.27587083
0.324002028,-0.120310664
0.408648342,-0.351995945
0.276205927,-0.175572246
0.334991217,-0.219162166
0,-0.330017567
0.225494832,-1
0.419727325,-0.499697089
0.466136336,-0.154874384
0.434481233,-0.067727327
0.253509283,-0.847843289
0.253336459,-0.462095499
0.588028729,0.14534685
0.325353235,-0.229544044
0.540275514,-0.34929356
0.623048842,0.080550998
0.277301073,-0.068094611
0.289440572,-0.445397854
0.342325777,-0.351572514
0.547796249,0.181826085
0.524166346,0.107064903
0.292846888,0.063105375
0.864495635,0.340971202
0.727232754,0.807645619
0.550135612,0.454465479
0.293021172,-0.300508618
0.272782892,-0.379716486
0.351866186,-0.454434246
0.358564943,-0.296267629
0.340050966,-0.16779387
0.314694107,-0.316687852
0.334685653,-0.370611787
0.267325103,-0.351040632
0.395282596,-0.417542636
0.225604922,-0.164220721
0.850883543,0.551374912
1,0.701767087
0.775062501,1
0.317842513,-0.231078684
0.425401449,-0.187460393
0.492032617,-0.149197102
0.446647018,-0.015934795
0.551044643,0.024063945
0.513068557,0.168200672
0.40507108,0.075413406
0.303060412,-0.384849548
0,-0.355465233
0.207243085,-0.871359408
0.398573756,0.097252548
0,-0.202852488
0.289952666,-0.964695513
0.462074071,0.001073629
0.321619391,-0.27281329
0.461737037,-0.348846853
0.446258157,-0.076525927
0.658263922,0.279595852
0.693771183,0.316527843
0.519029498,0.399060071
0.357486099,-0.171365142
0.262841552,-0.285027832
0.253170729,-0.430692762
0.380708873,-0.042297542
0.304491132,-0.367762923
0.352908552,-0.391017765
0.474087715,-0.294182897
0.226142615,-0.135056764
0.233860105,-0.446968049
0.222638145,-0.469631404
0.666385531,0.191233397
0.741093576,0.332771033
0.717385352,0.506267846
0.353905857,-0.292203069
0.283503801,-0.43300724
0.341980964,-0.432992429
0.365662932,-0.316038102
0.299566865,-0.101363391
0.279028744,-0.376985729
0.294010401,-0.431538492
0.781877458,0.504236698
0.78553468,0.596962929
0.829915047,0.590732336
0.312434107,-0.160750777
0.28287375,-0.437690049
0.418190926,-0.434252501
0.424456507,-0.163618177
0.292928308,-0.168558121
0.330892831,-0.379427463
0.285706758,-0.303454846
0.218419969,-0.442772865
0,-0.563160062
0.18447803,-0.948356807
0.325812489,-0.303703159
0.29532966,-0.295603782
0.348495811,-0.409340709
0.403225631,-0.303008348
0.523075342,0.055081397
0.54600358,0.046150655
0.483930856,0.126500249
0.617884994,-0.230693907
0.584504008,0.235769987
0.547383189,0.169008046
0.332048178,-0.027302176
0.35659042,-0.23776564
0.369414359,-0.28681913
0.435079694,-0.238531739
0.387590647,-0.052330583
0.340335727,-0.224818707
0.366407216,-0.307525992
0.350014359,-0.197779149
