y1,y2,x1
0.674932537,0.506904979,-0.224687373
1.398562765,0.236918455,-0.842096522
0.240066779,-0.073125043,-0.8103289
1.717403933,3.21811936,0.524285462
-0.527012623,-0.316373936,-0.304211949
0.432856197,0.363011343,-0.166466582
-2.143854334,-1.326212137,-0.311967539
2.080512242,0.251223578,-0.983178155
1.588154861,3.968502863,0.823149981
0.49665723,0.119036408,-0.635589163
0.107540795,-0.192315991,0.445606898
0.50300128,0.558673537,0.143926661
2.315516504,2.580389329,0.080072827
0.707632314,0.47734065,-0.290105169
0.48669554,0.425217747,0.648183676
-0.820254746,-0.389361112,-0.627726478
-1.13145712,-0.803386086,-0.207250829
0.320373328,0.314938314,-0.027570246
-0.176292587,-0.172882983,-0.006118196
0.126100795,0.114873626,-0.225919161
0.486371876,0.563209883,0.286495107
0.148777498,0.109520371,-0.312339507
1.258299825,3.021959169,0.912208166
-0.375683752,-0.287317328,-0.914576517
1.024556939,1.705075271,0.530774793
-0.054368579,-0.079016805,-0.592459915
0.448375681,0.495497224,0.369509129
1.562371448,1.169942027,-0.207664493
-0.714174932,-0.367216962,-0.883088127
0.599728508,0.768348335,0.47250794
0.631202619,0.770392059,0.249704911
1.12174486,1.496872516,0.258337283
-0.683158595,-0.890686703,0.131836317
1.394107488,2.644568458,0.578641012
-0.456025704,-0.247746772,-0.631830593
2.063695939,4.686354511,0.66537688
0.61984161,0.657073909,0.060876442
0.669111883,0.630699639,-0.053740195
0.90808541,1.042772489,0.126453466
-0.122547954,-0.097745991,-0.557566364
-0.95020158,-2.115657829,0.413334298
0.612632056,0.367088334,-0.357614676
-1.528762297,-3.871833072,0.519069878
0.778877546,0.19177779,-0.679467175
-0.403657466,-0.735645109,0.25025009
-0.412293202,-0.259809501,-0.78337102
0.870692748,1.479769684,0.732677562
1.471305397,2.768728724,0.557306505
0.405831273,0.309841977,0.558198221
0.193341667,0.193161114,0.01017137
1.580514623,3.676834638,0.751283974
0.610925792,0.764045435,0.315164724
-0.402314995,-2.682480974,0.792577093
-0.291887189,-1.518729333,0.619039538
1.639085428,3.02059751,0.516461986
1.328414928,2.563218874,0.611000421
1.316247252,1.935056578,0.334714341
-1.038905065,-1.089844539,0.026582958
-1.708867351,-0.726093652,-0.643785201
0.241186507,0.236716123,0.125526811
-1.19831744,-0.614850374,-0.461831032
-0.12936229,-0.638851147,0.438030285
-1.148056625,-0.521507443,-0.613871505
0.639089786,0.677117807,0.848599494
-1.838846526,-0.662167387,-0.898894385
-0.510006243,-4.112671734,0.934218515
0.578483855,0.023891823,-0.815107052
2.501684663,6.975060294,0.80733945
-0.526806395,-0.274807051,-0.626016658
0.580324253,0.180383661,-0.594682096
-0.868687321,-0.466032995,-0.422884033
0.377572618,0.202095164,0.597262546
-0.542049346,-0.490471118,-0.049757548
0.01004931,-0.567290792,0.541543636
0.638266296,0.45567974,0.984594049
2.359313384,5.210891708,0.622199069
0.914018418,1.201112425,0.268089565
0.635172551,0.797773441,0.692020567
1.170942226,1.175882804,0.003389591
1.402141406,2.058469188,0.326429859
-0.413345327,-0.435585732,0.023310738
0.166948099,0.162522417,0.049276359
-0.796959796,-0.486315225,-0.30599324
0.696789151,0.983502924,0.618471877
-0.517809354,-0.269091832,-0.572050023
-1.682783199,-1.31037822,-0.153972237
-0.094043795,-0.041294354,-0.244732897
-0.252846049,-1.247663224,0.569301157
0.06118524,0.062340068,-0.270708832
0.352245788,0.272599496,0.463239918
-0.115599049,-0.056500728,-0.239334961
-1.25564203,-2.767457908,0.429662537
-1.193090554,-0.494891169,-0.925883492
-0.554697808,-0.551448815,-0.002881726
0.309786554,0.2043982,0.442980748
0.207825013,-1.299320878,0.957036001
-0.216865321,-2.681759477,0.898117391
-1.575152281,-0.856174569,-0.407815812
0.490395905,0.217303824,-0.481347213
0.237900982,-0.753419769,0.847947959
-1.011610612,-2.463850017,0.464078472
1.519402114,2.656010928,0.479446643
0.669073975,0.790607338,0.186872736
-1.212608578,-0.501591114,-0.839477123
1.599566399,3.213577196,0.602726632
-0.686689059,-0.355280803,-0.477682236
-0.022086082,-0.019603702,-0.433792447
0.278650658,0.156535868,0.42831418
1.867523378,4.489726788,0.736430108
-1.500232962,-3.077317737,0.40264609
0.973698933,0.087259831,-0.876439916
-0.45446741,-0.353142356,-0.12517813
0.368663184,0.234019829,-0.338703535
2.040824531,5.434502806,0.808410253
0.543447594,0.477125122,-0.119766302
-0.661518732,-0.443661265,-0.23005949
1.741263157,2.831851714,0.396279947
0.388567949,0.004681604,0.747925065
1.394180484,2.312297718,0.443158709
1.063215624,0.916224005,-0.115895751
0.116153488,0.120879773,-0.063232301
-0.868689897,-3.740324654,0.732655789
0.871177888,0.156398175,-0.759749538
1.95687166,0.241239704,-0.967446162
1.021617,1.328835614,0.242467078
-1.022612157,-0.860632751,-0.099062123
-0.740636586,-0.375648917,-0.891259169
0.375691317,0.301622766,-0.205970532
1.254941004,2.519447674,0.678455819
-1.946215955,-2.059931865,0.034154068
0.094894472,-0.732806924,0.693796369
-0.936836511,-0.56224602,-0.32309345
-0.037109505,-0.81883654,0.599173146
0.731383259,1.025048081,0.445991477
0.66958336,0.734605091,0.095579132
0.428730875,0.223745083,-0.419862001
-0.951433738,-0.566246193,-0.330077996
-0.31401002,-0.700673814,0.305004726
0.63114486,0.809121274,0.353712862
-0.370668073,-1.192000638,0.468798797
0.803502617,1.187445571,0.481103896
0.694099667,0.289151145,-0.51560831
-0.509383796,-1.440061713,0.459151599
-0.354176891,-0.193042669,-0.483963496
-0.194232739,-0.144791895,-0.626110471
1.225938498,2.697351811,0.809798608
1.012331374,2.031905063,0.87738558
0.243538631,-1.054202626,0.934550751
-0.481959837,-0.281811152,-0.785676203
-0.296216817,-0.185900856,-0.226506468
1.483795498,3.311969674,0.730167054
1.111516741,0.835514542,-0.211064528
1.216652019,2.40546103,0.674280523
1.113412077,0.106902956,-0.896170513
0.095756138,-0.000802448,0.239121359
0.829609978,0.88263719,0.056329329
-0.382068903,-0.277947535,-0.879986805
0.444814823,0.033786439,-0.738171361
1.698791966,4.619804828,0.883559475
3.386628337,6.24396547,0.450270455
1.100353834,1.840100444,0.508830355
0.502679995,0.458205365,-0.091094451
-0.922345567,-0.721871958,-0.140965755
0.908466061,1.34307894,0.417053994
0.332706847,0.167696989,0.534121441
-1.238275028,-0.649750236,-0.439881714
2.621195519,8.005747534,0.874785961
-1.996350319,-0.701345044,-0.904514228
0.715813115,0.969709757,0.387549357
-1.551360031,-3.49451576,0.45597517
0.938423181,0.967925787,0.026586718
-0.345599316,-0.198130858,-0.322854542
-0.289773027,-0.245703101,-0.857773704
-1.077520166,-2.088892123,0.352097327
0.654933977,0.853639751,0.691871897
-0.016253544,0.012155048,-0.149250559
1.572415463,0.79266799,-0.447045909
1.34102427,0.453309666,-0.627937459
0.423243211,0.327423105,0.583443522
-0.328368892,-0.179693666,-0.414441839
0.488201127,0.460109815,0.613601867
-1.317851941,-0.729934069,-0.392308968
0.085878547,-0.053036693,0.287356641
0.716607642,0.782641089,0.087112628
1.493951868,3.384926758,0.743548872
-0.646969288,-0.664806629,0.013783339
-2.000780541,-0.917951219,-0.551009614
1.969692564,3.323722329,0.416257067
-0.633130024,-1.311448269,0.343839643
-0.345438942,-0.226692489,-0.209237769
-1.628222862,-5.093254141,0.640297924
0.680238056,0.808396465,0.863902778
0.085232391,0.002161492,0.212654133
-0.21631718,-0.139291719,-0.179266031
0.943373448,1.663605235,0.686324866
-0.974586768,-0.61698411,-0.283302982
-1.76419739,-0.653386506,-0.856103433
2.137888009,4.932551734,0.673258199
0.278104985,0.044027994,-0.61830943
1.012186598,0.815012002,-0.165876877
0.764888848,0.873513519,0.131236222
-0.820754961,-0.397748972,-0.898555293
-0.378386372,-0.562781407,0.164151826
-0.377038815,-0.220366245,-0.651764887
0.637665301,0.825258348,0.370451109
0.206203524,0.095698698,-0.442908621
0.44530221,0.422812209,-0.057126223
1.247036548,1.172515841,-0.048076329
-0.395139395,-0.223315992,-0.625958448
-2.334478461,-1.45379942,-0.307978297
0.981765987,1.428086342,0.372992822
0.381872202,0.341529899,0.44796278
0.965601319,1.276392005,0.266517537
0.894233061,0.045441975,-0.901459045
-1.245536931,-0.526954457,-0.727762413
0.282198288,0.28659407,0.119694005
0.189731181,0.145857203,-0.2779306
-0.200542168,-0.511289619,0.298647304
-0.822299028,-3.563823593,0.727489913
-0.105225565,-0.05029378,-0.327193801
-1.080172577,-0.48876796,-0.63543028
0.658498217,0.138761038,-0.692215783
-1.143231659,-0.867710163,-0.164346732
-0.578877544,-0.312418285,-0.422564219
-0.141701644,-0.809417798,0.502774336
-0.375010839,-0.491800696,0.113116898
0.887872636,0.324204421,-0.575006323
1.251398908,2.464657179,0.656710365
0.484449373,-0.052062506,-0.888511665
2.17407357,4.888340758,0.648493527
1.194615901,2.505650673,0.762138213
1.585135581,3.257684819,0.626833832
1.510187603,3.549860644,0.778507585
-0.178627421,-0.118617509,-0.145628642
0.166313136,0.166693647,-0.008704107
0.428436079,0.298943298,0.623989581
0.232580707,0.181299169,0.270298367
-0.412134026,-3.701460862,0.932513732
1.232694413,1.351260693,0.075041113
0.73025992,0.186969868,-0.663381157
-0.472452754,-0.477964478,0.00542027
0.333517891,-0.533479958,0.888374453
-0.129366164,-0.883393621,0.54228997
-0.722351189,-1.147662539,0.229139071
1.658003483,3.726516917,0.702674804
0.202308188,0.126235233,-0.36001235
0.104450182,0.095141858,-0.250529137
1.085924852,2.267221831,0.843873211
0.091060886,-0.017632791,0.25303467
-0.12892482,-0.346195368,0.258700687
-0.950466089,-2.548493482,0.506689517
0.137112279,0.123440197,-0.222233899
-0.169093845,-0.395492646,0.25121571
0.102728395,0.022725605,-0.498434304
-0.480250563,-0.322690193,-0.944499592
0.069836915,0.051021616,-0.352049796
1.657770414,0.157087312,-0.98071434
0.027122141,0.045891066,-0.123072797
-0.573450754,-1.28688971,0.370807904
-0.889510772,-0.416704084,-0.625511564
0.659629993,0.828004434,0.76141464
-1.29862272,-1.18162642,-0.055251135
-0.565206377,-0.310724745,-0.803911817
-0.905746337,-0.634083873,-0.211303624
0.985042974,1.538871389,0.461955697
2.326673044,3.789007681,0.374609226
-0.145058494,-0.303013486,0.202081663
0.688826224,0.469150995,-0.285076372
-2.154810436,-5.367112123,0.53328786
0.042989137,-0.171941245,-0.895651056
-0.443954503,-2.959834838,0.814533799
1.06954049,0.683479237,-0.314408681
-0.306797008,-0.415237053,0.11699308
0.206238936,0.193830138,-0.128792834
-1.163304767,-0.604251065,-0.450519913
-1.077585439,-0.466594122,-0.765381011
0.101807128,-1.82263777,0.971658725
-0.145340247,-2.153321174,0.853947418
0.909880939,1.64630412,0.980040736
1.552658766,1.791061984,0.112541618
1.68242666,3.9599652,0.743570035
-0.174856486,-0.885308385,0.504882015
1.741818006,1.413237464,-0.151383957
0.844589507,0.692680168,-0.157194981
0.777844675,1.066088965,0.365102238
-1.274075228,-0.530674934,-0.755896639
0.976994147,0.521218051,-0.414573077
-0.972374913,-0.453978432,-0.603013604
-1.683811272,-5.927373735,0.708871186
0.671155087,-0.012531934,-0.901829128
-0.383045269,-0.86670063,0.332092659
0.782964044,0.601414923,-0.205106988
1.790953099,0.243126048,-0.931234358
-1.233660211,-0.536218984,-0.673310422
-0.524715896,-0.273511984,-0.51104765
0.312884639,0.277010553,-0.143867493
-1.672745347,-0.611596909,-0.94661929
0.427468252,0.453647084,0.388811018
0.616480342,0.681520742,0.773595226
-0.269398561,-1.896512827,0.723053094
0.107259828,0.102447426,-0.219755217
-0.565046457,-0.337382138,-0.312091781
-1.721254201,-0.687059579,-0.726826354
-0.10701098,-0.049834049,-0.288343558
-0.087220592,-0.05888791,-0.081390995
0.425018291,0.129212536,0.74051296
0.916046073,1.215587038,0.278925376
-2.253006949,-2.094346673,-0.045004606
-1.9188043,-0.821844167,-0.622386785
-0.04714334,-0.054726462,0.019397982
-0.705655171,-0.647799599,-0.045174241
-1.153363256,-0.513933114,-0.6461844
-1.597766531,-0.836677844,-0.438772311
-0.226858877,-0.198573193,-0.771192729
2.010598245,3.668767406,0.480481756
-1.599250748,-1.581134362,-0.00675935
-0.327722046,-3.549089419,0.956962305
0.273072724,0.228244098,0.302370403
-0.941073157,-3.115295156,0.611583441
0.726762039,1.007800258,0.822705149
-1.016288254,-0.980858486,-0.019872842
1.668352078,0.240354564,-0.906246908
0.320887963,0.219002372,0.451916851
-0.68934694,-0.347763343,-0.802895867
-0.687913624,-3.499825416,0.776198161
-1.193927525,-0.840835441,-0.213787643
-1.521449544,-0.608833991,-0.760617469
0.924271796,1.587680068,0.655467926
0.501990127,0.23832627,-0.457700933
-0.242611381,-2.810514223,0.902621635
1.414542913,2.022730046,0.30143818
-0.231924043,-0.184897536,-0.721606886
-2.191625622,-0.780113519,-0.838229039
0.974395682,0.862740391,-0.097199931
0.540041616,0.425999301,0.782234591
2.09809368,4.305452768,0.575463082
0.065563842,0.062929655,0.012372695
1.00673539,1.755433669,0.60797916
-0.910607082,-0.420695285,-0.894973581
1.401269338,2.692389105,0.590585682
0.262580508,0.100438378,-0.494246673
0.587897383,0.496118868,0.847368094
1.091777026,0.560589012,-0.434600841
0.892441518,1.460947236,0.594044616
-0.956494401,-0.441543357,-0.632886281
1.808725867,4.863523505,0.850458373
0.784553116,1.189431838,0.864195794
1.425038832,0.484299208,-0.629403889
0.654843877,0.57788017,-0.109189979
0.117257491,0.096194211,-0.286184489
-0.048488621,-0.088752772,0.086227772
1.021205487,0.018943583,-0.971100944
-0.131284611,-0.143260509,-0.699431537
-0.484286836,-0.303825086,-0.263664394
-0.220484189,-0.12033178,-0.343495163
0.375487341,0.00956493,-0.740339418
0.384651275,0.330089919,-0.155428387
-0.079562994,-0.228995155,-0.952218276
1.218030652,0.231375597,-0.795688899
-0.403332818,-0.325958218,-0.100465315
0.994160018,1.778828142,0.659673938
-0.602407053,-0.304297507,-0.596986013
0.675171277,0.887898778,0.363463352
-0.507365569,-0.653270117,0.116302741
2.955075319,1.559598656,-0.423686825
-0.635610866,-0.328225486,-0.779435658
0.202625917,-0.675509277,0.785787259
-0.33939969,-0.216298456,-0.700090205
1.123693113,1.106868454,-0.012174021
-1.597802041,-0.709154478,-0.599686223
-0.323574774,-0.186667736,-0.571515919
0.454444989,0.379523243,-0.167073241
0.090719882,0.07325033,-0.312035364
0.353743744,-0.071621441,-0.863826122
1.417048049,0.139759161,-0.942132625
0.381618215,0.372372615,0.386753979
1.40716109,2.914785232,0.668936978
2.564169688,7.355456625,0.826755237
-0.77838839,-0.4302602,-0.392716445
0.269892658,0.228544037,-0.191473157
0.267421798,0.268504946,0.01161813
-0.306019198,-0.263363308,-0.896668154
-0.82843884,-0.582565445,-0.205857807
-0.134340845,-0.112363814,-0.04905176
0.608766505,0.535148512,0.872080687
1.569924757,3.132614575,0.600318314
-0.558666455,-0.320324766,-0.859348627
-1.209539429,-0.572215041,-0.549956634
0.030949259,0.034136619,-0.013210781
-0.878443998,-1.079699162,0.109007456
0.537036172,0.546789241,0.019578606
-1.353927074,-0.557479995,-0.751109877
1.288284272,1.286647546,-0.001002926
0.884771866,0.661900658,-0.219478481
0.309112211,0.199557532,-0.335662679
0.959926037,0.100483369,-0.856568333
-0.858877408,-0.519499892,-0.314933384
1.33897865,1.212870161,-0.0755694
-0.426120015,-0.565930285,0.123362621
-0.243832979,-0.180417639,-0.69114619
-2.434988092,-0.977713259,-0.669139361
-0.389853701,-0.211076851,-0.441874081
-0.214619006,-2.549464485,0.878419814
0.140318222,-0.71503044,0.733632741
-0.338823361,-0.200175088,-0.288709407
0.010512808,-2.045158425,0.94248055
1.231657025,2.989845663,0.950182216
1.181418081,0.565659417,-0.470331934
-0.600795058,-0.316635661,-0.45813526
-1.896213384,-0.665338509,-0.947950707
1.129651351,1.044722713,-0.061717535
0.34921772,0.184701085,-0.413484377
-0.539677774,-0.333782628,-0.932579305
1.400051401,0.521107855,-0.590755641
-1.405297413,-4.031763443,0.579713465
1.295322702,0.597200817,-0.490401291
1.016344843,0.112658849,-0.860482919
-0.597587956,-0.527351411,-0.06415813
-0.082349816,-0.250077451,-0.997053404
-0.454183088,-0.242552419,-0.579631609
-1.030511365,-0.449831334,-0.819677316
0.980919609,1.455111621,0.397117806
-1.159229086,-0.82076935,-0.209639131
-1.360487645,-1.249761675,-0.04989385
-0.588700411,-0.357676801,-0.299016667
0.770937868,0.201727956,-0.663724956
-1.945374085,-0.998571561,-0.453452955
0.657986211,0.633906674,0.931784122
0.693402928,0.312794969,-0.485291735
1.533635053,4.427437533,0.99775844
1.861258185,5.441677058,0.921196594
-1.152336976,-0.491614062,-0.755033437
0.350238659,0.346683878,-0.015186712
0.664179275,0.335605034,-0.437427475
0.697191361,0.785745728,0.123403053
1.116603626,1.929455341,0.543823579
1.177068408,0.470114123,-0.553251208
1.06005437,2.181819295,0.849894478
0.455729738,-0.053367189,-0.878792919
0.29865476,0.115209748,-0.498987827
1.123360332,2.590742943,0.994043474
0.903008804,0.500609461,-0.394815299
0.335569099,-0.072259026,0.705095576
0.971841841,1.649889368,0.589519517
1.976422362,4.330485453,0.641377193
-0.061770939,-1.404191525,0.754447136
-0.530749737,-1.18751849,0.361723224
-0.901413785,-0.471810388,-0.448638811
0.375871733,0.171904572,-0.463010676
-1.281296469,-3.854544049,0.596325587
0.98868134,1.028564526,0.033586018
0.315805814,0.281200021,0.336875609
-1.158680626,-0.519788579,-0.632889424
0.039149934,-0.148820047,0.31093379
-0.45485868,-3.030584411,0.819619115
0.17995175,0.021051725,0.377359661
-0.10456775,-0.925007657,0.578518906
-1.49988132,-1.085053355,-0.200101865
2.117037081,2.9319496,0.24987811
-0.1412738,-0.104651377,-0.087580496
-0.786911717,-0.602140634,-0.151046081
1.005180887,1.710032241,0.571633503
0.305051836,-0.003818446,-0.723081029
0.607719845,0.122032893,-0.690488014
0.620383138,0.68903787,0.115604723
0.875925804,0.939474474,0.06268424
2.502069156,8.634388991,0.986214339
-0.396886372,-0.258605597,-0.223749298
2.235057883,5.024786335,0.644315643
0.170965679,-0.440244197,0.661738251
0.260696727,-0.002945902,0.541837947
0.73823003,0.256383732,-0.580745449
-0.131234476,-2.045391762,0.843230886
0.032080157,-0.076168662,-0.675678405
0.062176067,-1.145105697,0.789307452
-1.95455126,-0.75975455,-0.737016941
-0.31266785,-3.549798438,0.965047272
1.437050663,1.33915579,-0.053744775
0.83479131,1.279174986,0.522489683
0.374567783,0.183359357,0.606731159
-1.860839922,-0.67897349,-0.85983638
-1.954347151,-0.742990594,-0.768899343
-1.181430508,-0.617261743,-0.444625972
-0.129380562,-0.592280769,0.414617033
-0.216483439,-0.302087454,0.111105532
-0.602514419,-0.578560254,-0.020467284
0.384847367,0.215992029,-0.391155986
-0.229835145,-1.111731861,0.542861714
-1.776793604,-2.178390225,0.119974857
-0.45538698,-2.108865829,0.657288618
0.939516991,1.320088999,0.341539306
-0.352704703,-0.421053174,0.07315865
-0.257545085,-0.188393241,-0.129008439
-0.700632644,-0.36221794,-0.477131354
-0.200802069,-1.47075938,0.668869116
2.339383506,6.204702553,0.777027014
-0.898156306,-0.451335687,-0.497948578
1.983916988,1.880703822,-0.039286817
0.570925331,0.347494992,0.898661135
-0.923246118,-0.899573741,-0.014292045
-0.194578233,-0.170063247,-0.714602478
-1.107652154,-4.58807555,0.747742426
0.195915229,0.195908881,-0.009105362
0.043015134,-0.054509912,0.210721334
0.57942653,-0.061142165,-0.937858026
0.521148348,0.616055497,0.282354943
0.116143767,0.114131265,0.01456127
0.103320389,0.083005866,0.089481234
0.587460797,0.464400313,-0.195107677
-0.087645707,-0.073485186,-0.035960261
-1.08992789,-0.490853147,-0.642126746
-0.538404417,-2.981921701,0.770187947
2.8542527,0.447358764,-0.970232059
-0.38547271,-2.484743596,0.768146362
-1.879490682,-0.931154244,-0.483905304
-1.119979844,-0.973911307,-0.080808009
2.564465905,4.347210433,0.400598624
2.244170901,0.60487869,-0.753641469
2.302343621,1.687482164,-0.217242482
1.398706742,2.643878127,0.574083455
1.119676662,1.180403096,0.043630316
-0.441060928,-0.631617458,0.156655101
-0.708413058,-0.432410144,-0.30216867
-1.518712385,-2.09006116,0.182879997
-0.571150267,-0.336922113,-0.323338451
0.41802278,-0.534301554,0.991818645
-0.647762449,-0.329103476,-0.755646966
0.746773796,0.62261766,-0.148673816
2.179041616,6.681143684,0.917765231
1.559545729,3.842042837,0.815469134
-0.412566711,-0.279470829,-0.200564205
1.12386559,1.022101398,-0.074606792
-1.63166094,-0.682943817,-0.669803729
-0.095551745,-0.053855758,-0.134420902
-0.3436694,-2.169073152,0.733517288
0.697853519,0.038211632,-0.842860777
1.398979084,2.894494196,0.669694672
-0.063022313,-0.192440405,0.202638141
1.161850976,2.451119156,0.791292961
-0.845729054,-0.469171609,-0.38953978
0.959298957,1.850934926,0.924314474
0.111417,-0.06297164,-0.709598142
-1.584893789,-0.587028199,-0.992707176
0.522081485,-0.01771029,-0.852180082
0.023002025,-0.436296607,0.490658306
-2.043811402,-0.691632677,-0.987498058
1.504330182,3.475995916,0.76178084
-0.924149031,-0.468784788,-0.484090633
0.873320412,1.176458792,0.306059944
-0.162801239,-0.163141647,0.000624687
0.343736103,-0.015988768,-0.765898053
1.70741942,2.656006648,0.359393663
1.188275394,0.80318593,-0.278554345
1.507328965,3.136110956,0.652203271
-0.300951268,-0.248605867,-0.857217642
2.67358682,8.156187769,0.870353648
-0.365646754,-0.230882711,-0.724608348
-1.528107191,-0.579819502,-0.912700014
-0.446048215,-0.237334108,-0.488982531
0.228174787,-0.747661466,0.835874084
0.199468401,-1.425771188,0.976360673
-0.174482982,-0.525218863,0.333141178
-0.764907933,-0.875396591,0.069876956
-0.009012696,-0.135135938,-0.783045725
0.961222152,1.591874412,0.55722937
1.17159008,1.15671383,-0.010232149
-0.698378444,-0.365184894,-0.460227785
0.496424512,-0.11896888,0.968602842
1.862982148,2.182483104,0.121209754
1.266787791,2.178839927,0.49985267
-1.108955045,-0.579275946,-0.445953493
0.10436839,-0.599234711,0.653613427
-2.007985735,-0.825410391,-0.663299458
0.475083545,0.235644653,-0.44038363
-0.300951822,-0.165245274,-0.441424042
1.639614993,0.658830914,-0.562538632
0.146735283,-0.17497686,0.488608725
1.670469414,3.407543093,0.607959918
-0.163281416,-0.09103145,-0.228374693
1.270175744,1.20497031,-0.041095547
0.291047439,-0.067926564,0.634056418
0.239641992,-0.527957141,0.7760953
0.446267633,0.490956328,0.157753069
-0.831285035,-1.62195372,0.337432424
-0.071375027,-0.056368153,-0.041132497
0.10033348,0.010809408,-0.527021828
-0.228066852,-0.160453573,-0.636230173
1.087668787,2.271838564,0.842572917
-0.778760111,-0.370875028,-0.746744765
-1.407433033,-3.693337792,0.531746936
0.87697252,1.473448089,0.677984679
1.293091023,1.407308855,0.068286667
1.518592934,1.701391464,0.089393265
1.155859406,2.309223855,0.716752978
3.3763564,9.20026725,0.749704397
0.342604948,0.045647125,-0.659933967
-1.4723859,-0.639023819,-0.63743864
-0.239746195,-0.208063848,-0.788107786
-0.997910414,-0.443613572,-0.730328653
0.957123128,1.846425144,0.941792056
1.152106044,0.115384848,-0.897923134
-1.78397313,-2.631705084,0.226327502
-0.070453426,-0.200813149,-0.893988369
1.087503232,1.912062926,0.577148668
-0.818662471,-0.392579068,-0.597259585
0.362702912,0.382899259,0.119323027
0.104602137,-0.79784486,0.725605811
0.221983055,-0.034559961,0.50143749
0.851903771,1.434333134,0.783206035
-1.530574091,-0.659241948,-0.641713458
-0.327578914,-0.463101129,0.13661484
-0.593301196,-0.316941001,-0.790982489
-0.645216496,-0.783411297,0.095907522
1.001147508,0.113691734,-0.854501627
-1.2193332,-2.663553148,0.422836457
-0.082719307,-0.080208958,-0.556569096
0.853446637,1.20682668,0.376844527
0.04851014,-0.009707918,-0.51840446
-0.294836164,-0.257816112,-0.055020423
2.804081622,2.728298579,-0.019614025
-0.177292498,-0.201634712,-0.823239298
1.086563754,0.062131666,-0.938930494
-0.546829063,-1.966905741,0.575916892
0.366903537,0.389268978,0.135764421
-1.352970511,-0.904979495,-0.251102987
-0.791164808,-5.172816639,0.92633131
-1.30746614,-0.839818424,-0.27887165
-0.777661016,-0.370048786,-0.675927132
-1.70688852,-0.948149151,-0.39045843
0.907707969,1.25152578,0.326274165
-0.001147802,-0.204237275,-0.939739132
-1.940989516,-1.727630311,-0.071233941
-0.039074889,-0.095785737,-0.658824458
-0.071578853,-0.274456615,0.269889953
