y1,y2,y3,y4,x1,x2
1.558370191,1.240698985,4.751071593,1.272138046,-0.533539574,0.47458223
0.299648252,0.167505029,1.34938408,0.434962712,-0.398376014,0.614791867
0.203317436,0.858112444,1.225461412,0.867718821,-0.78956945,0.702549481
0.600983255,0.852744173,1.823911289,0.863073152,-0.230141136,0.939600471
0.938717706,2.052363108,2.556700872,2.86441204,0.877184842,5.051145805
1.265605203,2.454322546,3.545237676,4.281581908,0.453733178,3.477144484
0.257013825,3.61859498,1.293063003,13.71643817,-0.232464148,7.452801155
2.24569489,-1.840942666,9.44697789,0.058370616,0.870005525,0.156543788
4.584030973,1.405953798,97.90826543,1.500733214,1.656003734,0.629572424
1.753622355,3.327831498,5.77548569,10.25567795,-0.006368929,2.838012075
1.541210583,0.379720122,4.670240566,0.5377939,0.470489453,0.737980763
1.163966293,1.22375937,3.202610612,1.25077001,0.278218649,1.374487178
0.230108964,0.723839863,1.258737159,0.758691426,-0.977902941,0.52269926
0.166783985,-1.246693317,1.181499017,0.105748323,-0.926586142,0.154292621
3.190899999,-1.499250563,24.31029685,0.082146539,1.919770463,0.299094238
1.614421525,3.13839193,5.024980256,8.485780918,0.881277788,6.667587215
2.47770462,0.972203623,11.91388611,0.972586388,0.742081772,0.769830006
1.989893031,4.450505499,7.314751266,31.51631974,0.147573404,5.977376242
1.615736635,2.188604561,5.031593008,3.282497486,0.485388565,2.380476114
2.108891786,2.934979133,8.239105529,6.923899575,0.15185604,2.018956791
1.461104011,3.83340424,4.310715982,17.00324554,0.041998754,5.070970602
0.723107075,-1.997264457,2.060826415,0.049923449,0.223422312,0.203893249
-0.174577938,0.42613287,0.839811399,0.563342701,-1.010465086,0.543355643
3.472470057,-0.599284797,32.21622014,0.202040967,2.401222102,0.731044362
3.635966387,1.04982905,37.93849846,1.051091396,0.80196179,0.397671191
2.60358796,2.595678987,13.51213216,4.931676478,-0.251207959,0.773769999
2.45211258,-2.491503432,11.6128539,0.030455051,1.212889371,0.12457409
-0.985021755,-2.169865595,0.373431103,0.042009244,-0.627258086,0.24240292
4.136457389,2.485891142,62.58072909,4.418901527,1.711158507,1.841869355
0.273385067,1.227226593,1.314406281,1.255114236,-0.394373553,1.273183934
-0.080618524,5.357564994,0.922545553,78.06680967,-2.321490856,3.683873656
3.00693879,0.45896713,20.2253909,0.58214666,1.364119195,0.715675392
3.388083062,1.112929519,29.60913894,1.119553023,1.132229133,0.680763787
-0.13347232,0.396249841,0.87505169,0.546757359,-0.774316319,0.656279698
-1.858835658,-1.180806058,0.155853992,0.112950449,-1.410374966,0.383523174
-1.562999072,1.562466762,0.209506802,1.754996324,-1.834527581,1.282891235
-1.208478936,-2.573277684,0.298651202,0.028063719,-0.269013538,0.307623277
-0.285338004,3.208944786,0.751760113,9.106102437,-1.833928577,1.641471808
-0.06844869,0.886696879,0.933841374,0.892879968,-0.814468019,0.837189939
3.417969854,4.334712574,30.5074176,28.07031392,0.163572122,2.170014687
2.758788362,3.347429094,15.78071085,10.45864693,0.855519222,3.483182462
-0.939891121,-0.334271567,0.390670369,0.263349938,-0.819963127,0.659537295
1.425322214,0.96614945,4.159197777,0.96671597,-0.12360276,0.650692606
0.448324722,-0.003885469,1.565687027,0.36645283,0.254948236,0.954540482
2.324756107,-1.241520711,10.22418618,0.106296735,1.718926338,0.517579812
-0.146369056,3.695322351,0.86383884,14.81029209,-0.958543528,4.965847991
-1.849757266,0.461200054,0.157275338,0.583448001,-1.604310262,0.93831267
-1.767308781,2.304346803,0.17079201,3.685281092,-1.845609422,2.38411416
1.907947102,1.641904545,6.739239617,1.900096254,0.555737185,1.459911008
0.320300267,2.534011307,1.377541332,4.636738951,-0.060119191,4.119320278
1.589460724,0.117791132,4.901105166,0.413867722,0.772086304,0.811373526
0.653562304,-3.152245504,1.922376737,0.015729057,-0.140839387,0.068697354
2.767727885,3.091857703,15.92241532,8.099948495,0.393093926,1.83892373
-0.187238939,-2.074027066,0.829245573,0.04623459,0.224218574,0.355709754
1.629259165,2.340033432,5.100094992,3.819171187,0.023541985,1.64442618
0.398506382,-0.127888134,1.489598144,0.32371618,-0.62296266,0.377610387
3.956113908,1.921391976,52.25386755,2.512785693,1.262009381,0.909853294
0.087155012,-0.135148965,1.091065795,0.321374244,-0.405774043,0.574660013
2.370164467,1.001379446,10.6991518,1.001380398,0.666763771,0.782110241
1.514057523,0.284920378,4.54513542,0.489153163,0.164639155,0.519553438
3.129766681,-1.018227895,22.86864324,0.132890753,1.781524475,0.373885663
3.274688752,2.502478997,26.43499637,4.492812946,0.711213964,1.217022693
1.653865882,0.335613147,5.227148356,0.51458895,-0.337691156,0.296257488
1.686490221,1.272649353,5.400492867,1.31343961,-0.009148952,0.75198202
2.398869642,2.136314357,11.01072328,3.115265425,-0.125309208,0.740561894
-1.57778272,0.600555675,0.206432309,0.670692629,-2.090846097,0.528020326
2.269498634,2.337679636,9.674549106,3.810192206,1.697393895,5.713591991
2.022556317,-2.377366308,7.557619937,0.034137243,1.063881154,0.154216072
-1.374537569,-0.177835877,0.252956544,0.307944448,-0.766616636,1.031675822
1.099610702,-1.287071831,3.002996737,0.101563422,0.382007559,0.298461561
0.742477178,-1.631943099,2.101133956,0.071938543,0.241895904,0.261570627
-0.657023243,0.973555033,0.518392167,0.97390164,-1.132759411,0.955321614
2.323939472,3.371065025,10.21584015,10.70879134,1.489907414,8.917281323
0.785658115,3.291172466,2.193850271,9.886522497,-0.248247105,4.145800091
0.620790918,0.620285888,1.860398883,0.684056945,0.183583708,1.201111072
3.374593784,1.787888012,29.21241481,2.19874779,0.404871009,0.520516944
0.225520772,4.78054645,1.252975061,43.83999156,-0.994124469,7.710317107
0.282030235,1.558437437,1.325818806,1.747939101,-1.08542933,0.790973199
1.311371526,0.047048208,3.711260313,0.385601128,-0.048542555,0.410071081
3.546304481,0.645970622,34.68490165,0.701854348,0.576085601,0.257310872
0.475009344,-0.511778436,1.608029223,0.220517453,0.073830532,0.557647639
1.597273627,3.040497945,4.939547,7.694439654,0.705945571,5.302058371
2.934752394,4.060897272,18.81684339,21.34670238,0.334980103,2.961640554
1.167385356,1.18559614,3.213579277,1.20393594,0.545387806,1.746350756
-1.311739603,-1.662629972,0.269351085,0.069764502,-1.402905906,0.194595386
1.622772907,0.199885026,5.067121511,0.449277306,0.677053891,0.762206296
-0.504693538,2.317704962,0.603690555,3.734839935,-0.789800446,2.979628278
0.022293363,0.250256807,1.022543717,0.472487875,-0.465728889,0.730699299
1.336910233,0.471152485,3.807261763,0.589283719,-0.104852065,0.505592689
-1.649107113,0.900790547,0.192221464,0.905553018,-1.647851087,1.053460739
0.34473711,-0.569902164,1.41161877,0.208065538,-0.099536952,0.491990207
1.68325237,1.810976354,5.383035153,2.250103812,-0.439857637,0.701377995
-0.292346586,4.377970604,0.746509761,29.31122663,-0.718511452,10.96856376
-0.011452925,1.646958375,0.988612411,1.909723324,-0.554597596,1.735004378
2.768043024,2.772988102,15.92743388,5.888422303,1.245489177,3.486107887
-0.175715719,1.786871536,0.83885642,2.196513951,-1.258921351,1.05071423
0.603358874,0.243112373,1.828249357,0.469124247,-0.215384481,0.634099869
-2.745576737,1.949199932,0.064211257,2.583641742,-2.47196171,1.930713072
-0.692914459,-1.909861597,0.500116374,0.05448327,-0.67416932,0.226396495
-0.07621605,2.879506551,0.926615989,6.550271841,-0.501297185,4.345689998
3.373649122,0.727518691,29.184832,0.761487662,1.542325788,0.801106673
-1.031921584,-4.122349307,0.3563216,0.005962,-0.962018065,0.048688948
0.223226888,0.227852883,1.250104175,0.462019992,-0.872179536,0.419330646
-2.614838509,-1.139231414,0.073179606,0.117745306,-1.397629618,0.661072637
1.576265611,4.290385258,4.836859328,26.85320708,0.179805167,7.309817188
1.194688158,-0.654934475,3.302527744,0.191104577,1.154091988,0.92404938
-1.098776542,-1.526719547,0.333278587,0.079920767,-1.19853361,0.226767742
-0.166866507,0.041413519,0.846312581,0.383434495,-0.425724401,0.750608513
2.397368133,-1.003630434,10.99420299,0.134844848,1.366308609,0.406153639
-0.08334287,-1.417922446,0.920035641,0.089106549,-0.684297395,0.207211118
0.113908887,-1.916831823,1.120650014,0.05410483,0.685512208,0.512571569
2.760838626,-0.607663459,15.81309867,0.200355206,0.389503543,0.156270857
-2.623066322,3.360911941,0.072579968,10.60061418,-1.305395924,14.6424218
2.361801615,0.953839702,10.61004947,0.954888883,1.216888011,1.320812048
1.076840922,0.82168432,2.935391758,0.836678259,0.795174018,1.868376023
-0.483122765,-1.477967754,0.61685409,0.083913585,-0.488202509,0.316183511
1.731176364,5.030667507,5.647293273,56.29847832,-0.903993455,3.653433124
0.431767993,1.80058833,1.539977787,2.226850666,-0.390418418,1.685611614
0.934794592,-1.694240281,2.546690294,0.067593714,0.814063415,0.391164731
-1.486979455,-0.802212328,0.226054433,0.164933597,-0.56424928,0.897862929
-1.361120877,0.850739839,0.256373253,0.861344997,-1.874205319,0.670567099
0.767083101,2.911492211,2.153475613,6.763173357,-0.142904711,3.620823053
1.83978764,0.436457976,6.295201271,0.569189407,0.77190401,0.849039898
-1.668039043,1.698482608,0.188616572,2.010699372,-1.15911793,2.960120085
-0.844333602,0.607287608,0.42984371,0.675222919,-0.237915528,2.07473191
-1.908482286,-0.523955688,0.148305301,0.21784844,-1.222193326,0.741429208
2.175238123,1.925150883,8.804281375,2.522248796,0.116806213,0.951306845
0.179983863,-0.914882153,1.197198044,0.147359197,-0.132499628,0.422143361
-0.434954011,-1.131423996,0.647294435,0.11866819,-0.033684776,0.60774609
1.935800995,0.775413297,6.929592402,0.798846311,-0.622326418,0.247605576
0.361055185,0.788534564,1.434842641,0.809397256,-0.709363462,0.654177074
2.068521021,0.214021903,7.913111132,0.455673791,0.871445414,0.69427487
2.216190077,1.731362001,9.172318386,2.077908796,0.105138019,0.804060553
1.60601975,5.635450333,4.982938364,103.0743253,-0.186935268,12.17459968
-4.439025847,0.598517787,0.011807435,0.669327225,-3.213188532,1.156240611
1.29267441,0.9893973,3.642515119,0.98945331,-1.275618703,0.228138257
1.889332447,2.1388382,6.614951374,3.123137795,0.762906318,2.532592513
-1.034717365,-0.856525633,0.355326794,0.156214435,-0.406815143,0.749746106
-0.956876278,2.969659082,0.384090807,7.168232294,-1.208317784,4.093385819
0.548554354,1.288190341,1.730749158,1.334011197,-0.439322657,1.055239759
2.74460728,5.718130067,15.5585026,111.9587015,-0.375580746,4.986667138
0.353638775,1.079961683,1.424240622,1.08324556,-0.501442395,0.982920415
2.201917669,0.64304023,9.042337094,0.69980065,0.496612576,0.581212378
3.204168472,3.890886054,24.6350068,18.00925972,1.520880938,7.233280442
2.148136899,-1.38316981,8.568878832,0.092257674,0.988091828,0.255096686
2.834457773,1.602618514,17.02116845,1.826896296,1.246122534,1.529431903
1.292838614,0.323176073,3.643113286,0.508228603,-0.329867327,0.376698924
4.34176208,4.864702534,76.84282329,47.68908446,0.844344714,3.296863902
0.555778806,2.688831884,1.743298147,5.41315382,-0.981075755,1.554197958
1.999076291,1.564262059,7.382233911,1.758149893,-0.139221405,0.651096405
3.046833438,-0.797819821,21.04858713,0.165659663,2.185437906,0.685460594
1.964653555,3.316945657,7.132441165,10.14464172,-0.01282801,2.43196618
0.761961415,-0.377584363,2.142474383,0.25218701,-0.305308926,0.344725748
-1.34357022,-1.633156825,0.260912489,0.071851282,-0.584213461,0.459658619
2.677925495,2.132816694,14.55486782,3.104388308,0.771268502,1.503600604
4.000529438,1.966652906,54.62706402,2.62912977,2.106189362,2.117575228
3.082822867,-0.107917447,21.81991025,0.330246,0.412157037,0.17996315
-0.157979317,0.522300031,0.853867443,0.620208251,-0.261264878,1.211979153
3.680463715,-1.172811611,39.66478297,0.113857045,2.073783646,0.312943305
-1.094354833,-0.888852494,0.334755511,0.151245264,-0.778830223,0.526329064
2.520194808,2.79155482,12.4310181,5.998772228,1.131532513,3.715224799
0.769994087,2.904321921,2.159753484,6.714852884,-0.421345128,2.722471464
-1.264369228,-0.022039933,0.282417381,0.3598601,-1.02174737,0.824046894
3.657831236,0.430607938,38.77715312,0.565869348,1.218305379,0.393302273
-2.907723799,0.257411381,0.054599869,0.475880447,-1.799760675,1.363874362
-0.51035932,2.326998158,0.600279847,3.76971031,-0.308249938,4.871109398
2.464430572,3.800381469,11.7567856,16.45092109,0.015515243,2.474774238
-0.679324043,0.585866781,0.506959559,0.660912899,-0.442317719,1.493530576
-1.045036887,1.525520875,0.351678847,1.691339595,-1.638007733,1.078636174
-0.343177785,2.208157701,0.709512059,3.347312219,-0.641401156,2.884896915
-0.926151777,2.784808896,0.396074966,5.958441155,-1.557035744,2.501618787
5.573618766,3.902782902,263.3855072,18.22479267,1.923163653,2.246274524
-0.198656009,1.519155015,0.819831859,1.680606963,-1.856829628,0.49084726
-2.490085454,-3.365285569,0.082902882,0.012711025,-2.106118436,0.067909104
-0.238762745,-2.135806073,0.787601723,0.043464704,0.697648527,0.567197889
4.858828201,5.446459839,128.8731003,85.32434674,0.907444408,3.666358124
1.373083868,1.38162885,3.947505532,1.464668372,-0.195988199,0.826718074
1.231096604,0.584254835,3.424983328,0.659848402,-0.206820488,0.528322528
2.074165233,-2.066475346,7.957900689,0.046585062,0.72504317,0.130630326
3.608186856,0.60354989,36.89908877,0.672703837,1.398718955,0.546417275
-1.550208556,-0.376618665,0.212203713,0.252430664,-1.590555149,0.445676517
3.377440258,0.510525876,29.29568566,0.612948644,1.304497077,0.545103727
0.893770857,0.730116487,2.444329511,0.763468423,0.196011734,1.090797217
-0.879223046,-0.721653422,0.415105304,0.178770321,-0.339343445,0.791126793
3.885554478,3.881628611,48.69393467,17.84330934,1.26514414,3.534341124
3.929405553,0.174047888,50.87672517,0.437817942,0.939773685,0.209339469
2.60818816,-1.548947853,13.57443385,0.078163863,1.277952486,0.224591626
-0.690029971,-1.898991989,0.501561037,0.055078712,-0.291160144,0.333826186
2.80649998,1.598581184,16.55188479,1.819535382,0.77617245,0.971312773
1.398879313,4.215818242,4.050657902,24.92367718,0.295725633,8.790617149
-1.509017739,1.321462166,0.221127076,1.379142827,-0.517199555,3.934512747
3.637981396,0.434560867,38.01502195,0.568110616,1.757233024,0.684969709
0.612289894,-0.798417648,1.844650621,0.165560656,0.161726819,0.458981729
0.577004856,2.555159414,1.780696992,4.735841424,-0.054684376,3.539853454
0.636885038,0.305447313,1.890582605,0.49929774,0.528971601,1.360718837
3.38774369,2.175389374,29.59909214,3.239404037,0.389734521,0.658032018
-0.389789159,0.612403569,0.677199641,0.678686185,-0.705771415,0.963056759
-0.685281125,1.175434437,0.503948537,1.191763851,-0.053178475,3.278213359
5.106860172,1.038706898,165.1509942,1.039465769,2.606444489,0.899732579
1.154285989,1.566838125,3.17175794,1.762684842,-0.072593105,1.224388643
-0.430234538,1.184786011,0.650356544,1.202960992,-0.296271891,2.182363523
-0.787425168,-2.702134241,0.455014875,0.024670817,0.734330336,0.581501121
0.961739417,-2.680279922,2.616243256,0.025215915,0.401480746,0.131791764
0.763056022,1.537999645,2.144820835,1.712577671,-0.538301076,0.978561157
-0.683807492,2.773700633,0.50469172,5.892619484,-1.082722811,3.394928179
2.173523367,0.641298808,8.789197119,0.698583062,0.847801408,0.840564464
1.739088251,2.556840516,5.692151244,4.743809554,0.118845015,1.942572628
0.536912196,-1.008215935,1.710716341,0.134227932,0.482247223,0.578198411
1.659789837,0.720614036,5.258205649,0.756247962,-0.291324805,0.399539756
-1.483509435,1.650314601,0.226840209,1.916143555,-1.652110271,1.548219797
1.810952565,1.129857825,6.116270803,1.138666482,0.069094598,0.680472029
5.619972785,3.29767069,275.8818749,9.950976533,2.3905767,2.321875592
-0.969177115,2.653004872,0.379395108,5.222649669,-1.461771686,2.593520723
-1.355917052,-0.494655336,0.257710852,0.224325908,-0.984806293,0.663231078
0.158883939,2.314176971,1.172201892,3.721686669,-1.336053745,1.106064563
-1.547862362,0.380968595,0.212702168,0.53846574,-0.365131612,2.51118736
2.527390632,2.644602082,12.52079212,5.178948702,1.381454248,4.304216893
0.514353407,0.14906549,1.672556689,0.427015695,-0.153317256,0.672439904
0.450521512,0.10925322,1.569130292,0.410349198,-0.255571634,0.616878109
0.087523253,1.54613521,1.091467644,1.726567287,-1.288627104,0.728899707
1.234121519,2.951227815,3.435359296,7.037322808,0.065266417,3.353497892
2.960157236,0.277696631,19.30100632,0.485632376,1.035326421,0.470960691
4.320668875,-0.043555678,75.23893689,0.352200142,2.260215792,0.522428449
2.724380071,0.370968978,15.24695897,0.533108121,1.314696275,0.775502205
0.390515788,-0.24900353,1.477742799,0.286790433,-0.870023346,0.273523002
1.391533304,1.509242721,4.021010761,1.664030583,-0.503130035,0.653994007
-0.491912882,-2.001829808,0.611455632,0.049696051,0.607455555,0.670886217
1.557677431,1.662551919,4.747781379,1.939736073,-0.010041416,1.061703729
1.787719856,2.395741203,5.975811211,4.037966418,0.2753303,1.975216207
-1.393715897,2.92886492,0.248151484,6.881694531,-1.312298783,4.803869605
1.311218007,3.16797634,3.710690606,8.740578177,-0.426529867,2.250852474
-0.778843553,-1.29613907,0.45893644,0.100646684,-0.926404248,0.280475774
-0.677167549,2.972683165,0.508053994,7.18994243,-0.928557925,4.502694
0.779058875,3.06789043,2.179420193,7.908122767,-0.718900602,2.24114546
2.097441445,2.81649277,8.145303022,6.150250239,-0.41479057,1.066707691
1.261553061,3.286135467,3.530900937,9.8368493,-0.005667893,3.834556223
1.527989369,1.390662648,4.608900703,1.477959837,0.633448919,1.719266544
-0.952884455,-0.420210856,0.385627094,0.241663055,-0.509180774,0.857216265
-0.616545908,-0.204530457,0.53980576,0.299832751,-0.857008619,0.558594399
2.484422039,1.390053623,11.99418608,1.477059997,1.616167577,2.426836684
2.231867027,-2.575668035,9.317245401,0.027996717,0.993866407,0.109573802
2.439647957,1.162046747,11.46900245,1.17591521,0.696845859,0.856510861
2.698098917,-1.542527266,14.851471,0.078667335,1.699970673,0.323967055
2.182553963,0.618991327,8.868928275,0.683171965,-0.977741945,0.132639941
4.229238049,1.489952181,68.66489293,1.632238166,2.048817582,1.249354482
3.969881254,1.938352584,52.9782395,2.555767537,1.226449324,0.879938622
-0.828589462,-4.325191688,0.436664784,0.004867418,0.307023012,0.132119939
2.677500633,1.321482838,14.54868531,1.379171337,0.624332984,0.756026478
-0.224232997,0.31470083,0.799128918,0.503939443,0.061341442,1.522921699
1.75356499,2.884131083,5.775154391,6.580633932,-0.110825791,1.901960007
-0.966220185,1.839702229,0.380518613,2.315677334,-1.57623356,1.342295734
1.706356189,1.671184019,5.50885165,1.956552546,0.742589846,2.052670714
5.537743727,2.613015679,254.1040242,5.017920873,2.142323398,1.212282201
3.433427766,0.849927785,30.98266225,0.860645822,2.089772957,1.444032628
0.674077186,0.249287313,1.962221376,0.472030023,0.169794327,0.892794434
-0.162888864,-1.555962604,0.849685613,0.077617481,-0.107877789,0.354660737
0.604813135,0.710708138,1.830910044,0.748793629,0.181994495,1.287356851
3.664077221,3.329003087,39.0201126,10.26770043,1.145928178,2.51568573
3.649650383,4.846106068,38.46121702,46.81043124,1.477298823,9.727295916
2.617075446,1.343001215,13.69561141,1.409170475,0.407944153,0.643110533
2.281299439,0.627509385,9.789392865,0.689016118,1.114278735,1.011821359
1.335756526,-1.814119327,3.802871829,0.059957498,-0.027075844,0.119195166
1.99074823,0.055993076,7.321009509,0.389065751,0.497722203,0.452886124
1.352202678,1.506969783,3.865931562,1.660252639,1.185640014,3.628495441
8.237789728,2.396924495,3781.173641,4.042747337,3.639573627,0.775430804
1.053443768,1.987776264,2.867509169,2.685256528,-0.054002596,1.766297832
0.763378024,2.766774494,2.145511582,5.851947398,-0.668147317,1.949261007
2.623848613,0.530700239,13.78868893,0.625440073,0.445807957,0.386886353
0.340696429,0.972697307,1.405926378,0.973066657,-0.405825246,1.015629556
1.647109297,1.042983186,5.191949729,1.043920342,0.635283145,1.261791333
2.405546301,1.426139962,11.08448409,1.531335088,0.341248399,0.732209092
1.926952595,0.261325437,6.868547075,0.477746719,1.316167163,1.228444896
1.531672661,1.990356999,4.625907929,2.692195412,-0.959776484,0.519968563
-1.191994923,-1.113518667,0.303614971,0.12081212,-1.205575211,0.315606938
5.00550489,3.445381681,149.23241,11.53495143,1.567573058,1.694674893
2.850141394,4.603091358,17.2902264,36.71154775,0.2252858,4.030615563
-0.300650253,1.355411568,0.740336658,1.426767745,-0.922410657,1.199171086
-0.043437701,1.46326863,0.957492203,1.589260207,-1.07377241,0.933045303
-0.853085908,-0.466246559,0.426098002,0.230790119,-0.552358286,0.74492973
2.208698605,3.444052006,9.103860959,11.51962389,0.590461401,4.112496789
1.252699342,3.693609053,3.499777315,14.78493938,-0.527275411,3.004159204
3.111847733,3.20569535,22.46251079,9.076560757,1.341846164,4.073127948
0.911630034,1.480561508,2.488375365,1.616982095,0.243844628,1.86475985
0.638039332,0.755132493,1.892766152,0.782808248,0.195880789,1.315139701
0.940797984,1.713546267,2.562025059,2.041217139,-0.015519729,1.648137385
1.622795468,2.464173686,5.067235834,4.323968808,-0.297577328,1.301271006
0.264506349,-1.284152346,1.302787695,0.101860368,-0.167679147,0.30115859
2.613707759,4.106662802,13.64956644,22.34634564,1.15647858,8.600169755
-2.302286018,-2.012344406,0.100029912,0.049176254,-1.338764009,0.318074514
3.124465999,2.922771378,22.74774453,6.83988814,1.086768775,2.591678394
1.781875225,0.454015472,5.940986667,0.579271194,-0.350684197,0.290566146
3.599125876,1.156271475,36.56625704,1.169143554,0.734723245,0.409079258
1.727081005,0.751336256,5.624212876,0.779842156,-0.058414484,0.492179898
-2.888508147,-2.666274392,0.055659186,0.025571562,-1.345812904,0.301900717
2.002387408,1.376893991,7.406717865,1.457749766,0.346905269,0.932309589
0.498528633,0.182291459,1.64629718,0.441442043,-0.638404647,0.427744412
2.333188246,0.881894752,10.31076243,0.888602524,1.124392355,1.169835755
-0.071110075,4.196612134,0.931359367,24.44955791,-0.827733031,7.518864347
-2.54570616,1.242352976,0.078417657,1.274243891,-1.787780138,2.09089587
0.39821577,-0.858153062,1.489165313,0.155960414,-0.854010003,0.184226514
-0.185135098,1.389473873,0.830992011,1.476203919,-0.572022722,1.612388455
-1.807978203,-0.457058415,0.163985347,0.232920423,-0.825930679,1.077541991
0.276173103,3.546196254,1.318076007,12.75848135,-0.237584094,6.975690648
1.471445185,3.122156004,4.355525134,8.349118828,-0.595326496,1.65722975
0.049605343,0.27802627,1.050856287,0.485792486,-0.410742195,0.772238702
2.2247372,-0.160957273,9.251051306,0.313186233,0.327991438,0.282953829
0.201115723,2.016770097,1.222766265,2.764252065,-1.163646612,1.047901547
2.144665202,2.789354852,8.539181856,5.985589632,0.760177665,3.286985112
0.64384394,-0.693369052,1.903784868,0.183898914,-0.002555836,0.409003664
0.412962834,-0.677632468,1.511288857,0.186815745,-0.038227771,0.465198396
-1.314766904,3.216376775,0.268536911,9.174030997,-2.03623742,2.676540314
-0.515301035,1.311700351,0.597320753,1.365745388,-0.301229079,2.501203071
0.412741687,0.811893861,1.510954676,0.828526764,-0.555646104,0.748604363
1.981443757,-0.020765429,7.253207298,0.360319036,0.847295416,0.6141533
0.82134141,-1.6726383,2.273547553,0.069069758,1.390820511,0.761981784
1.438018867,1.250475854,4.212342334,1.28463657,1.231246215,3.022902733
0.246013136,2.003954203,1.278916373,2.729051744,-1.113337462,1.060375668
-0.38535979,1.196705371,0.680205861,1.217385311,-0.796053893,1.295188461
1.6690034,4.250391591,5.30687633,25.80044115,-0.089519877,5.111053683
1.297989132,4.191527358,3.661925608,24.32555291,-1.059656888,2.385404225
0.06741289,4.299447807,1.069737071,27.09767164,-1.604312194,3.377191399
2.864294491,4.257864446,17.53667656,25.9939663,0.791350666,5.58674765
1.482197479,0.910796547,4.4026097,0.914659465,0.068156528,0.731412688
1.728795573,0.653924519,5.633864243,0.707459085,0.614396,0.902862775
0.773290166,2.828698502,2.166883945,6.225778548,-1.203067753,1.181995925
1.085551856,2.281145259,2.961073455,3.60076117,-0.340454835,1.578709014
-1.930449893,-0.92593907,0.145082912,0.145738834,-1.171248634,0.605576276
-0.399764686,1.184767426,0.6704778,1.202938636,-0.829414768,1.254754548
-0.575091758,-1.981859503,0.562653239,0.050698472,0.229212042,0.492316675
-0.417748224,1.334972248,0.658528009,1.39790159,-0.814992918,1.424025039
-3.082495942,-3.013123975,0.045844688,0.018076835,-0.993445515,0.387826371
0.354749479,1.965472661,1.42582341,2.626028585,-1.306168459,0.792666259
-1.786875658,2.451790519,0.167482626,4.270754541,-1.434221772,4.021100736
-0.724250739,0.053686241,0.484687591,0.388169275,-0.862847933,0.708770656
3.386380473,-0.21545131,29.55876966,0.296576136,1.703799204,0.49786716
0.628769279,2.490338336,1.875301186,4.438597002,-0.655632596,1.795733262
0.008587239,-2.814314308,1.008624215,0.022052831,-1.113168626,0.050031474
-0.540306197,1.720930587,0.582569844,2.056345928,-1.405505446,1.107367684
0.201491866,0.737596197,1.223226287,0.769200356,-0.150643687,1.229686429
-0.954301625,3.153348086,0.385080982,8.613649414,-0.394006912,10.42728813
0.989381735,-0.23004087,2.689571091,0.292280632,0.25206932,0.570707144
0.853854476,0.074582072,2.348682367,0.396365732,-0.282706438,0.448331944
1.478420297,3.605068121,4.386011611,13.53214709,0.867667613,9.829939979
2.011295747,1.482024095,7.47299419,1.619348803,0.720091121,1.443749217
1.416442076,-0.176461262,4.122427035,0.308368044,1.056069601,0.994151214
1.356944076,1.759806803,3.884305007,2.137863152,0.24350206,1.668753952
