x1,x2
47,47
53,53
56,56
51,61
34,34
44,44
42,42
60,60
52,52
51,51
68,68
46,46
59,59
55,65
48,48
53,53
39,39
47,47
52,52
43,43
34,34
35,35
54,54
40,40
57,67
56,66
52,52
60,60
52,52
41,41
51,51
54,54
45,45
48,48
53,53
39,39
60,60
53,63
56,56
21,21
71,71
59,59
57,57
45,45
65,65
42,42
59,69
44,44
73,73
42,42
48,48
40,40
64,64
67,67
44,44
55,65
46,46
39,39
54,54
44,44
46,46
72,72
74,74
42,42
49,49
46,46
46,46
51,61
47,47
35,35
52,52
52,52
31,31
47,47
51,51
55,65
42,42
43,43
53,53
60,60
43,43
55,55
66,66
32,32
55,55
31,31
31,31
45,45
62,62
61,61
69,69
45,45
54,54
43,43
59,59
77,77
44,44
57,57
50,50
37,37
54,64
51,51
39,39
52,52
49,49
53,63
46,46
38,38
43,43
59,69
45,45
69,69
53,53
58,58
45,45
47,47
59,59
46,46
47,47
43,43
43,43
72,72
49,49
71,71
59,59
72,72
48,48
52,52
56,66
45,45
52,52
46,46
42,42
50,50
61,61
51,61
43,43
58,68
47,47
59,59
52,52
46,46
28,28
45,45
52,52
56,66
50,50
39,39
49,49
51,51
54,54
31,31
66,66
58,58
52,52
71,71
52,62
40,40
49,49
54,54
68,68
45,45
37,37
45,45
50,50
69,69
47,47
58,58
52,62
46,46
63,63
58,58
54,54
70,70
52,62
47,47
48,48
44,44
58,58
62,62
71,71
66,66
46,46
51,51
49,49
46,46
50,50
55,55
46,46
41,41
59,59
44,44
42,42
48,48
51,51
33,33
45,45
42,42
63,63
62,62
69,69
50,50
71,71
43,43
35,35
44,44
60,60
50,50
43,43
39,39
70,70
62,62
29,29
49,49
68,68
54,54
45,45
54,54
55,55
37,37
63,63
59,59
48,48
41,41
30,30
57,57
61,61
37,37
44,44
46,46
55,55
48,48
49,49
47,47
50,50
45,45
50,50
66,66
53,53
36,36
45,45
44,44
42,42
51,61
53,53
55,55
66,66
47,47
57,57
61,61
53,53
41,41
38,38
47,47
35,35
59,69
54,54
43,43
62,62
56,56
50,50
56,66
51,51
34,34
68,68
64,64
71,71
50,50
39,39
48,48
43,43
51,51
53,53
44,44
47,47
22,22
32,32
58,58
53,53
65,65
48,48
45,45
48,48
48,48
35,35
38,38
32,32
49,49
40,40
63,63
50,50
53,63
52,52
63,63
57,67
51,61
32,32
54,54
52,52
69,69
54,64
43,43
57,57
52,62
71,71
56,66
58,58
51,61
52,52
51,51
47,47
70,70
63,63
42,42
62,62
40,40
44,44
60,60
44,44
63,63
48,48
52,52
41,41
34,34
43,43
64,64
47,47
71,71
39,39
77,77
51,51
54,54
56,66
40,40
54,54
46,46
72,72
52,52
50,50
39,39
59,59
51,61
59,69
36,36
43,43
56,56
42,42
43,43
38,38
43,43
59,59
30,30
38,38
31,31
41,41
51,61
52,52
63,63
33,33
60,60
46,46
47,47
49,49
48,48
40,40
44,44
57,57
71,71
44,44
40,40
42,42
37,37
61,61
66,66
60,60
46,46
56,66
66,66
49,49
46,46
61,61
71,71
41,41
57,67
50,50
44,44
54,54
42,42
47,47
57,57
55,55
49,49
50,50
54,64
38,38
46,46
68,68
42,42
59,69
46,46
42,42
26,26
43,43
49,49
58,58
48,48
52,52
58,58
46,46
59,59
32,32
24,24
74,74
60,60
66,66
48,48
68,68
64,64
52,52
43,43
27,27
71,71
43,43
41,41
50,50
45,45
58,58
45,45
48,48
54,54
51,61
54,54
60,60
58,58
53,53
47,47
57,57
49,49
50,50
55,55
38,38
61,61
34,34
51,51
49,49
49,49
47,47
53,53
42,42
49,49
54,54
56,66
49,49
44,44
37,37
43,43
61,61
46,46
31,31
49,49
59,59
54,54
49,49
57,67
57,57
43,43
44,44
53,63
28,28
31,31
54,54
38,38
35,35
46,46
35,35
46,46
57,57
44,44
50,50
45,45
54,64
42,42
43,43
46,46
52,62
52,52
65,65
56,56
49,49
37,37
65,65
58,58
46,46
21,21
51,51
57,57
51,51
59,59
48,48
51,51
72,72
46,46
57,57
55,55
42,42
40,40
43,43
37,37
54,54
53,53
38,38
56,56
38,38
43,43
51,51
50,50
45,45
54,54
54,54
56,56
63,63
60,60
31,31
43,43
51,51
46,46
39,39
56,66
42,42
50,50
52,52
60,60
47,47
49,49
45,45
49,49
50,50
38,38
60,60
75,75
46,46
53,53
58,58
54,54
56,66
35,35
42,42
50,50
52,52
43,43
40,40
51,61
53,63
47,47
51,51
41,41
59,59
53,53
71,71
60,60
62,62
53,63
62,62
60,60
53,63
48,48
67,67
35,35
31,31
52,62
53,53
52,52
52,52
39,39
45,45
52,52
52,52
41,41
38,38
64,64
39,39
44,44
60,60
65,65
69,69
52,62
59,59
55,55
57,57
53,53
43,43
50,50
65,65
49,49
61,61
61,61
57,57
50,50
51,51
55,65
48,48
56,56
51,51
57,57
42,42
53,53
53,53
42,42
63,63
40,40
59,69
60,60
54,54
46,46
78,78
49,49
41,41
48,48
49,49
49,49
49,49
58,58
52,52
45,45
47,47
46,46
51,51
44,44
49,49
60,60
38,38
41,41
43,43
35,35
31,31
53,53
45,45
54,54
39,39
54,64
31,31
37,37
45,45
63,63
62,62
57,57
72,72
63,63
47,47
64,64
49,49
45,45
47,47
49,49
48,48
60,60
33,33
69,69
42,42
67,67
60,60
44,44
54,64
44,44
37,37
42,42
38,38
47,47
44,44
53,53
47,47
56,56
36,36
50,50
65,65
39,39
50,50
37,37
56,66
49,49
52,52
40,40
34,34
44,44
44,44
48,48
52,62
56,56
51,51
48,48
55,55
40,40
57,57
68,68
49,49
46,46
27,27
46,46
51,51
48,48
61,61
46,46
60,60
37,37
54,54
69,69
60,60
46,46
54,54
41,41
65,65
39,39
57,67
68,68
48,48
51,51
36,36
23,23
47,47
48,48
66,66
52,52
47,47
69,69
31,31
52,62
50,50
64,64
46,46
41,41
57,67
48,48
55,55
52,62
53,53
41,41
53,53
49,49
50,50
52,52
52,52
49,49
39,39
48,48
38,38
49,49
62,62
57,57
43,43
71,71
45,45
50,50
59,59
41,41
50,50
62,62
44,44
41,41
51,61
41,41
39,39
54,54
49,49
71,71
46,46
58,58
53,53
42,42
37,37
63,63
73,73
52,62
47,47
57,57
62,62
63,63
55,65
35,35
57,57
46,46
49,49
38,38
51,51
50,50
52,52
44,44
47,47
42,42
42,42
41,41
51,51
39,39
64,64
65,65
62,62
64,64
62,62
33,33
63,63
41,41
33,33
42,42
70,70
54,64
50,50
59,59
60,60
64,64
49,49
49,49
45,45
47,47
47,47
57,57
48,48
53,53
38,38
60,60
56,56
33,33
52,52
35,35
65,65
65,65
42,42
53,63
52,52
47,47
36,36
53,53
35,35
53,63
47,47
62,62
51,51
53,53
61,61
42,42
53,53
46,46
51,61
75,75
37,37
66,66
50,50
41,41
71,71
51,61
61,61
54,64
51,51
59,69
46,46
55,55
38,38
47,47
56,66
60,60
41,41
47,47
53,63
64,64
35,35
34,34
38,38
45,45
46,46
38,38
44,44
42,42
63,63
25,25
64,64
50,50
66,66
64,64
58,68
38,38
58,58
36,36
57,57
38,38
51,61
67,67
41,41
36,36
59,59
58,68
58,68
52,52
48,48
65,65
52,52
43,43
37,37
45,45
58,58
52,62
62,62
39,39
62,62
63,63
60,60
63,63
40,40
46,46
60,60
62,62
48,48
51,51
40,40
43,43
41,41
64,64
49,49
39,39
61,61
35,35
51,51
38,38
44,44
42,42
59,59
45,45
54,64
54,64
65,65
57,57
55,65
30,30
47,47
53,53
53,53
44,44
63,63
51,51
58,58
51,61
70,70
62,62
38,38
58,58
63,63
63,63
43,43
50,50
49,49
59,69
35,35
46,46
60,60
50,50
51,61
77,77
52,62
48,48
48,48
52,62
54,54
44,44
49,49
42,42
59,59
35,35
61,61
53,63
52,62
48,48
59,59
55,55
62,62
70,70
59,59
37,37
46,46
67,67
59,59
60,60
59,59
60,60
35,35
38,38
55,55
45,45
42,42
35,35
52,52
33,33
42,42
55,55
40,40
49,49
61,61
41,41
41,41
49,49
68,68
47,47
66,66
40,40
50,50
63,63
53,53
70,70
67,67
43,43
58,58
38,38
48,48
29,29
61,61
59,59
37,37
53,63
55,55
54,54
40,40
54,54
38,38
52,52
47,47
58,68
44,44
61,61
45,45
53,63
52,52
48,48
33,33
31,31
48,48
57,67
53,53
50,50
54,64
28,28
72,72
43,43
51,51
61,61
50,50
48,48
41,41
44,44
54,64
47,47
50,50
79,79
63,63
48,48
48,48
37,37
49,49
55,55
51,61
36,36
50,50
43,43
35,35
69,69
36,36
51,51
58,68
42,42
61,61
54,54
35,35
72,72
55,55
45,45
52,52
33,33
52,62
49,49
60,60
49,49
60,60
47,47
55,55
59,59
43,43
46,46
49,49
51,51
63,63
48,48
42,42
63,63
25,25
50,50
59,59
70,70
48,48
59,59
70,70
64,64
51,51
58,58
54,54
36,36
49,49
41,41
30,30
53,63
43,43
48,48
50,50
40,40
56,66
52,52
67,67
33,33
61,61
43,43
57,57
50,50
43,43
25,25
64,64
43,43
46,46
38,38
54,64
39,39
60,60
48,48
47,47
46,46
55,55
47,47
45,45
53,63
35,35
56,66
56,56
44,44
53,63
60,60
55,65
64,64
45,45
30,30
50,50
68,68
56,56
43,43
38,38
40,40
36,36
60,60
53,53
57,57
49,49
63,63
66,66
26,26
52,52
48,48
59,59
50,50
49,49
63,63
58,58
57,57
35,35
52,62
40,40
59,59
63,63
52,52
56,56
45,45
37,37
53,53
51,51
53,53
49,49
40,40
60,60
65,65
46,46
44,44
56,66
59,59
79,79
40,40
55,55
44,44
55,55
53,53
36,36
59,59
64,64
35,35
51,51
59,59
42,42
48,48
49,49
54,54
48,48
57,67
59,69
46,46
52,62
46,46
43,43
48,48
45,45
45,45
46,46
52,52
49,49
45,45
58,58
61,61
44,44
60,60
51,61
55,65
56,56
50,50
35,35
29,29
38,38
61,61
43,43
51,51
35,35
52,52
59,59
36,36
54,64
34,34
41,41
36,36
52,52
45,45
61,61
36,36
51,61
51,51
60,60
50,50
43,43
47,47
43,43
39,39
29,29
45,45
41,41
49,49
58,58
69,69
61,61
61,61
54,54
66,66
65,65
45,45
56,56
53,63
48,48
57,57
58,58
30,30
52,52
59,69
33,33
47,47
47,47
56,66
49,49
29,29
49,49
57,67
46,46
53,53
41,41
57,67
41,41
44,44
50,50
44,44
32,32
49,49
22,22
58,58
43,43
45,45
61,61
60,60
58,68
39,39
60,60
52,62
57,57
45,45
42,42
36,36
35,35
63,63
41,41
49,49
45,45
39,39
51,51
48,48
57,67
42,42
58,58
74,74
52,62
49,49
57,57
45,45
49,49
52,62
51,51
53,53
50,50
59,59
64,64
36,36
50,50
43,43
38,38
36,36
67,67
44,44
43,43
48,48
54,54
56,66
64,64
40,40
35,35
55,55
53,53
59,69
55,55
62,62
41,41
51,51
34,34
49,49
39,39
60,60
48,48
44,44
56,66
52,52
59,59
70,70
42,42
52,52
44,44
61,61
31,31
48,48
35,35
35,35
34,34
38,38
56,56
57,67
51,51
63,63
46,46
48,48
67,67
54,64
39,39
65,65
34,34
61,61
39,39
35,35
51,51
56,56
61,61
51,51
40,40
41,41
61,61
46,46
24,24
45,45
45,45
56,56
57,67
53,53
62,62
41,41
43,43
47,47
40,40
36,36
43,43
43,43
37,37
42,42
34,34
50,50
55,55
42,42
63,63
52,52
48,48
38,38
40,40
46,46
47,47
50,50
50,50
54,64
45,45
58,68
50,50
44,44
58,58
24,24
42,42
54,54
38,38
54,54
